113.7500	207.5000
128.0000	198.2500
144.5000	188.7500
162.5000	179.5000
186.5000	171.2500
202.0000	168.5000
222.5000	170.0000
246.5000	174.0000
279.5000	179.5000
309.5000	191.0000
337.5000	203.0000
359.5000	211.5000
378.2500	223.7500
388.7500	229.2500
405.0000	232.0000
415.0000	235.7500
424.0000	235.5000
428.0000	241.5000
429.2500	248.5000
428.7500	259.0000
424.5000	267.0000
417.2500	275.7500
411.2500	275.5000
402.2500	272.5000
388.0000	273.0000
375.7500	274.7500
361.5000	282.5000
342.7500	287.2500
329.0000	291.2500
311.0000	294.0000
301.7500	295.2500
267.2500	296.2500
241.7500	297.2500
227.5000	297.7500
203.7500	296.7500
189.0000	295.2500
165.5000	288.5000
151.7500	285.2500
125.8333	275.6667
114.6667	272.0000
101.1667	263.1667
90.8333	256.5000
85.1667	248.5000
84.2500	240.5000
94.2500	241.0000
86.5000	232.5000
96.2500	221.0000
107.7500	211.2500
