Slice,Count,Total Area,Average Size,%Area
1.png,125,3217,25.736,6.045
10.png,104,1552,14.923,2.917
11.png,95,1223,12.874,2.298
12.png,60,687,11.450,1.291
13.png,129,1318,10.217,2.477
14.png,140,1952,13.943,3.668
15.png,142,592,4.169,1.112
16.png,153,1437,9.392,2.700
17.png,144,1583,10.993,2.975
18.png,138,1450,10.507,2.725
19.png,147,4467,30.388,8.394
2.png,185,2472,13.362,4.645
20.png,117,6273,53.615,11.788
21.png,199,5785,29.070,10.871
22.png,159,4761,29.943,8.947
23.png,51,487,9.549,0.915
24.png,144,2452,17.028,4.608
25.png,96,1951,20.323,3.666
26.png,42,2296,54.667,4.315
27.png,95,4314,45.411,8.107
28.png,103,2687,26.087,5.049
29.png,84,4047,48.179,7.605
3.png,186,4486,24.118,8.430
30.png,75,2907,38.760,5.463
31.png,116,1155,9.957,2.170
32.png,153,1116,7.294,2.097
33.png,215,2050,9.535,3.852
34.png,119,2072,17.412,3.894
35.png,89,2004,22.517,3.766
36.png,175,2883,16.474,5.418
4.png,164,4116,25.098,7.735
5.png,173,1822,10.532,3.424
6.png,81,798,9.852,1.500
7.png,110,1336,12.145,2.511
8.png,116,2248,19.379,4.224
9.png,95,1415,14.895,2.659
