Slice,Count,Total Area,Average Size,%Area
1.png,37,271,7.324,0.509
10.png,22,1016,46.182,1.909
11.png,38,1756,46.211,3.300
12.png,15,169,11.267,0.318
13.png,1,1,1.000,0.002
14.png,3,15,5.000,0.028
15.png,1,53214,53214.000,100.000
16.png,25,118,4.720,0.222
17.png,9,179,19.889,0.336
18.png,33,278,8.424,0.522
19.png,10,50,5.000,0.094
2.png,143,2348,16.420,4.412
20.png,45,593,13.178,1.114
21.png,111,522,4.703,0.981
22.png,43,244,5.674,0.459
23.png,99,2376,24.000,4.465
24.png,31,764,24.645,1.436
25.png,8,50,6.250,0.094
26.png,15,1363,90.867,2.561
27.png,17,523,30.765,0.983
28.png,23,548,23.826,1.030
29.png,26,810,31.154,1.522
3.png,70,828,11.829,1.556
30.png,18,115,6.389,0.216
31.png,39,1135,29.103,2.133
32.png,52,1068,20.538,2.007
33.png,35,166,4.743,0.312
34.png,21,163,7.762,0.306
35.png,54,1931,35.759,3.629
36.png,35,560,16.000,1.052
4.png,96,834,8.688,1.567
5.png,40,928,23.200,1.744
6.png,49,929,18.959,1.746
7.png,20,218,10.900,0.410
8.png,27,1046,38.741,1.966
9.png,23,684,29.739,1.285
