Slice,Count,Total Area,Average Size,%Area
1.png,57,386,6.772,0.725
10.png,57,464,8.140,0.872
11.png,27,531,19.667,0.998
12.png,20,95,4.750,0.179
13.png,14,56,4.000,0.105
14.png,7,29,4.143,0.054
15.png,9,14,1.556,0.026
16.png,39,291,7.462,0.547
17.png,16,46,2.875,0.086
18.png,16,45,2.812,0.085
19.png,47,701,14.915,1.317
2.png,53,954,18.000,1.793
20.png,33,677,20.515,1.272
21.png,43,774,18.000,1.455
22.png,28,474,16.929,0.891
23.png,104,688,6.615,1.293
24.png,48,713,14.854,1.340
25.png,47,426,9.064,0.801
26.png,30,749,24.967,1.408
27.png,14,348,24.857,0.654
28.png,33,195,5.909,0.366
29.png,44,500,11.364,0.940
3.png,30,802,26.733,1.507
30.png,16,84,5.250,0.158
31.png,36,268,7.444,0.504
32.png,25,238,9.520,0.447
33.png,37,131,3.541,0.246
34.png,71,701,9.873,1.317
35.png,34,363,10.676,0.682
36.png,20,430,21.500,0.808
4.png,31,319,10.290,0.599
5.png,91,334,3.670,0.628
6.png,59,1163,19.712,2.186
7.png,31,329,10.613,0.618
8.png,64,713,11.141,1.340
9.png,61,463,7.590,0.870
