Slice,Count,Total Area,Average Size,%Area
1.png,83,1959,23.602,3.681
10.png,191,2280,11.937,4.285
11.png,121,2978,24.612,5.596
12.png,80,683,8.537,1.283
13.png,136,723,5.316,1.359
14.png,166,1407,8.476,2.644
15.png,58,231,3.983,0.434
16.png,107,382,3.570,0.718
17.png,67,376,5.612,0.707
18.png,173,2240,12.948,4.209
19.png,93,755,8.118,1.419
2.png,222,5215,23.491,9.800
20.png,119,1425,11.975,2.678
21.png,210,1511,7.195,2.839
22.png,77,620,8.052,1.165
23.png,104,2055,19.760,3.862
24.png,119,1832,15.395,3.443
25.png,112,706,6.304,1.327
26.png,47,1497,31.851,2.813
27.png,77,1909,24.792,3.587
28.png,70,1440,20.571,2.706
29.png,84,1591,18.940,2.990
3.png,142,3698,26.042,6.949
30.png,93,1490,16.022,2.800
31.png,186,1538,8.269,2.890
32.png,223,1720,7.713,3.232
33.png,126,894,7.095,1.680
34.png,77,1367,17.753,2.569
35.png,121,1767,14.603,3.321
36.png,126,1432,11.365,2.691
4.png,117,2613,22.333,4.910
5.png,187,3014,16.118,5.664
6.png,179,1384,7.732,2.601
7.png,84,804,9.571,1.511
8.png,86,1879,21.849,3.531
9.png,114,1661,14.570,3.121
