Slice,Count,Total Area,Average Size,%Area
1.png,36,236,6.556,0.443
10.png,25,120,4.800,0.226
11.png,59,1371,23.237,2.576
12.png,28,141,5.036,0.265
13.png,21,44,2.095,0.083
14.png,1,53214,53214.000,100.000
15.png,10,20,2.000,0.038
16.png,35,228,6.514,0.428
17.png,19,87,4.579,0.163
18.png,35,157,4.486,0.295
19.png,38,153,4.026,0.288
2.png,66,675,10.227,1.268
20.png,40,824,20.600,1.548
21.png,75,389,5.187,0.731
22.png,22,232,10.545,0.436
23.png,73,594,8.137,1.116
24.png,50,343,6.860,0.645
25.png,43,392,9.116,0.737
26.png,21,850,40.476,1.597
27.png,20,279,13.950,0.524
28.png,21,257,12.238,0.483
29.png,35,217,6.200,0.408
3.png,49,698,14.245,1.312
30.png,19,110,5.789,0.207
31.png,28,165,5.893,0.310
32.png,20,84,4.200,0.158
33.png,23,69,3.000,0.130
34.png,39,370,9.487,0.695
35.png,32,671,20.969,1.261
36.png,39,266,6.821,0.500
4.png,21,75,3.571,0.141
5.png,57,361,6.333,0.678
6.png,41,473,11.537,0.889
7.png,46,495,10.761,0.930
8.png,51,341,6.686,0.641
9.png,13,230,17.692,0.432
