Slice,Count,Total Area,Average Size,%Area
1.png,174,977,5.615,1.836
10.png,115,1142,9.930,2.146
11.png,173,1579,9.127,2.967
12.png,160,2661,16.631,5.001
13.png,208,3936,18.923,7.397
14.png,189,2621,13.868,4.925
15.png,390,4948,12.687,9.298
16.png,271,2217,8.181,4.166
17.png,244,2497,10.234,4.692
18.png,242,1334,5.512,2.507
19.png,245,1116,4.555,2.097
2.png,127,731,5.756,1.374
20.png,50,197,3.940,0.370
21.png,159,712,4.478,1.338
22.png,167,489,2.928,0.919
23.png,94,1202,12.787,2.259
24.png,189,1664,8.804,3.127
25.png,173,2686,15.526,5.048
26.png,48,233,4.854,0.438
27.png,75,794,10.587,1.492
28.png,150,3300,22.000,6.201
29.png,208,1515,7.284,2.847
3.png,122,424,3.475,0.797
30.png,129,987,7.651,1.855
31.png,220,1843,8.377,3.463
32.png,200,933,4.665,1.753
33.png,376,2696,7.170,5.066
34.png,197,2081,10.563,3.911
35.png,145,721,4.972,1.355
36.png,211,1196,5.668,2.248
4.png,106,722,6.811,1.357
5.png,291,2034,6.990,3.822
6.png,96,793,8.260,1.490
7.png,123,4275,34.756,8.034
8.png,191,1451,7.597,2.727
9.png,73,753,10.315,1.415
