Slice,Count,Total Area,Average Size,%Area
1.png,39,369,9.462,0.693
10.png,15,112,7.467,0.210
11.png,23,182,7.913,0.342
12.png,35,761,21.743,1.430
13.png,31,176,5.677,0.331
14.png,4,4,1.000,0.008
15.png,5,14,2.800,0.026
16.png,51,1059,20.765,1.990
17.png,30,1484,49.467,2.789
18.png,27,75,2.778,0.141
19.png,65,387,5.954,0.727
2.png,58,180,3.103,0.338
20.png,12,231,19.250,0.434
21.png,46,405,8.804,0.761
22.png,55,269,4.891,0.506
23.png,14,50,3.571,0.094
24.png,54,220,4.074,0.413
25.png,79,838,10.608,1.575
26.png,19,385,20.263,0.723
27.png,36,506,14.056,0.951
28.png,72,666,9.250,1.252
29.png,58,461,7.948,0.866
3.png,56,373,6.661,0.701
30.png,40,841,21.025,1.580
31.png,47,121,2.574,0.227
32.png,29,250,8.621,0.470
33.png,46,356,7.739,0.669
34.png,25,449,17.960,0.844
35.png,63,392,6.222,0.737
36.png,105,671,6.390,1.261
4.png,41,463,11.293,0.870
5.png,43,149,3.465,0.280
6.png,12,51,4.250,0.096
7.png,34,1161,34.147,2.182
8.png,41,625,15.244,1.175
9.png,14,107,7.643,0.201
