Slice,Count,Total Area,Average Size,%Area
1.png,81,2607,32.185,4.899
10.png,150,3549,23.660,6.669
11.png,92,2358,25.630,4.431
12.png,41,750,18.293,1.409
13.png,51,397,7.784,0.746
14.png,62,789,12.726,1.483
15.png,23,81,3.522,0.152
16.png,78,652,8.359,1.225
17.png,38,186,4.895,0.350
18.png,83,588,7.084,1.105
19.png,68,1685,24.779,3.166
2.png,192,3014,15.698,5.664
20.png,75,1894,25.253,3.559
21.png,146,1669,11.432,3.136
22.png,65,601,9.246,1.129
23.png,156,2618,16.782,4.920
24.png,113,1701,15.053,3.197
25.png,68,1067,15.691,2.005
26.png,54,1614,29.889,3.033
27.png,50,2167,43.340,4.072
28.png,51,1423,27.902,2.674
29.png,57,1851,32.474,3.478
3.png,131,2767,21.122,5.200
30.png,56,538,9.607,1.011
31.png,99,1829,18.475,3.437
32.png,124,2015,16.250,3.787
33.png,88,624,7.091,1.173
34.png,77,1314,17.065,2.469
35.png,101,1303,12.901,2.449
36.png,86,1223,14.221,2.298
4.png,109,2785,25.550,5.234
5.png,190,2014,10.600,3.785
6.png,150,4781,31.873,8.984
7.png,74,1039,14.041,1.952
8.png,79,1725,21.835,3.242
9.png,89,2963,33.292,5.568
