Slice,Count,Total Area,Average Size,%Area
1.png,57,233,4.088,0.438
10.png,106,1199,11.311,2.253
11.png,107,1593,14.888,2.994
12.png,115,3215,27.957,6.042
13.png,162,3684,22.741,6.923
14.png,178,3274,18.393,6.153
15.png,163,2064,12.663,3.879
16.png,151,1045,6.921,1.964
17.png,137,1653,12.066,3.106
18.png,253,3517,13.901,6.609
19.png,65,416,6.400,0.782
2.png,59,222,3.763,0.417
20.png,28,98,3.500,0.184
21.png,104,214,2.058,0.402
22.png,37,94,2.541,0.177
23.png,77,599,7.779,1.126
24.png,96,712,7.417,1.338
25.png,117,1639,14.009,3.080
26.png,27,294,10.889,0.552
27.png,35,281,8.029,0.528
28.png,65,1559,23.985,2.930
29.png,67,553,8.254,1.039
3.png,54,145,2.685,0.272
30.png,111,1228,11.063,2.308
31.png,193,1452,7.523,2.729
32.png,217,1565,7.212,2.941
33.png,176,1283,7.290,2.411
34.png,144,1691,11.743,3.178
35.png,114,571,5.009,1.073
36.png,94,667,7.096,1.253
4.png,64,251,3.922,0.472
5.png,265,1184,4.468,2.225
6.png,114,947,8.307,1.780
7.png,62,1831,29.532,3.441
8.png,101,832,8.238,1.563
9.png,70,823,11.757,1.547
