Slice,Count,Total Area,Average Size,%Area
1.png,183,2546,13.913,4.784
10.png,93,514,5.527,0.966
11.png,117,1877,16.043,3.527
12.png,140,1224,8.743,2.300
13.png,185,1440,7.784,2.706
14.png,186,776,4.172,1.458
15.png,310,3239,10.448,6.087
16.png,247,2371,9.599,4.456
17.png,241,1437,5.963,2.700
18.png,147,590,4.014,1.109
19.png,283,3165,11.184,5.948
2.png,151,1874,12.411,3.522
20.png,90,822,9.133,1.545
21.png,200,1620,8.100,3.044
22.png,196,2184,11.143,4.104
23.png,94,1399,14.883,2.629
24.png,177,1691,9.554,3.178
25.png,144,1569,10.896,2.948
26.png,80,1150,14.375,2.161
27.png,74,1224,16.541,2.300
28.png,169,2690,15.917,5.055
29.png,196,1718,8.765,3.228
3.png,159,1805,11.352,3.392
30.png,108,1437,13.306,2.700
31.png,135,1306,9.674,2.454
32.png,107,431,4.028,0.810
33.png,337,1607,4.769,3.020
34.png,172,1184,6.884,2.225
35.png,137,805,5.876,1.513
36.png,171,1267,7.409,2.381
4.png,152,1696,11.158,3.187
5.png,242,2320,9.587,4.360
6.png,60,1495,24.917,2.809
7.png,163,2162,13.264,4.063
8.png,134,1852,13.821,3.480
9.png,64,579,9.047,1.088
