Slice,Count,Total Area,Average Size,%Area
1.png,27,171,6.333,0.321
10.png,36,406,11.278,0.763
11.png,25,228,9.120,0.428
12.png,17,140,8.235,0.263
13.png,24,152,6.333,0.286
14.png,29,266,9.172,0.500
15.png,15,59,3.933,0.111
16.png,28,284,10.143,0.534
17.png,21,260,12.381,0.489
18.png,16,126,7.875,0.237
19.png,42,777,18.500,1.460
2.png,21,58,2.762,0.109
20.png,19,200,10.526,0.376
21.png,42,120,2.857,0.226
22.png,29,139,4.793,0.261
23.png,39,353,9.051,0.663
24.png,41,295,7.195,0.554
25.png,56,616,11.000,1.158
26.png,25,840,33.600,1.579
27.png,11,140,12.727,0.263
28.png,25,308,12.320,0.579
29.png,32,104,3.250,0.195
3.png,8,55,6.875,0.103
30.png,37,201,5.432,0.378
31.png,32,454,14.188,0.853
32.png,38,154,4.053,0.289
33.png,44,323,7.341,0.607
34.png,54,654,12.111,1.229
35.png,53,291,5.491,0.547
36.png,23,275,11.957,0.517
4.png,16,67,4.188,0.126
5.png,102,629,6.167,1.182
6.png,42,428,10.190,0.804
7.png,28,879,31.393,1.652
8.png,39,930,23.846,1.748
9.png,40,324,8.100,0.609
