Slice,Count,Total Area,Average Size,%Area
1.png,12,277,23.083,0.521
10.png,6,64,10.667,0.120
11.png,12,27,2.250,0.051
12.png,0,0,NaN,0.000
13.png,1,53214,53214.000,100.000
14.png,1,53214,53214.000,100.000
15.png,1,53214,53214.000,100.000
16.png,1,53214,53214.000,100.000
17.png,1,53214,53214.000,100.000
18.png,1,53214,53214.000,100.000
19.png,2,11,5.500,0.021
2.png,41,247,6.024,0.464
20.png,9,29,3.222,0.054
21.png,24,62,2.583,0.117
22.png,37,123,3.324,0.231
23.png,66,1640,24.848,3.082
24.png,17,175,10.294,0.329
25.png,11,69,6.273,0.130
26.png,20,794,39.700,1.492
27.png,14,235,16.786,0.442
28.png,2,12,6.000,0.023
29.png,15,81,5.400,0.152
3.png,30,221,7.367,0.415
30.png,3,9,3.000,0.017
31.png,18,77,4.278,0.145
32.png,22,182,8.273,0.342
33.png,11,31,2.818,0.058
34.png,1,6,6.000,0.011
35.png,30,216,7.200,0.406
36.png,16,209,13.062,0.393
4.png,24,369,15.375,0.693
5.png,22,39,1.773,0.073
6.png,14,126,9.000,0.237
7.png,1,53214,53214.000,100.000
8.png,16,64,4.000,0.120
9.png,7,23,3.286,0.043
