Slice,Count,Total Area,Average Size,%Area
1.png,34,1216,35.765,2.285
10.png,35,2274,64.971,4.273
11.png,19,558,29.368,1.049
12.png,5,36,7.200,0.068
13.png,0,0,NaN,0.000
14.png,3,17,5.667,0.032
15.png,2,2,1.000,0.004
16.png,9,87,9.667,0.163
17.png,5,7,1.400,0.013
18.png,0,0,NaN,0.000
19.png,25,508,20.320,0.955
2.png,50,1328,26.560,2.496
20.png,41,1124,27.415,2.112
21.png,54,737,13.648,1.385
22.png,41,480,11.707,0.902
23.png,135,3544,26.252,6.660
24.png,46,2084,45.304,3.916
25.png,38,964,25.368,1.812
26.png,42,1412,33.619,2.653
27.png,18,2115,117.500,3.975
28.png,13,1703,131.000,3.200
29.png,32,2499,78.094,4.696
3.png,47,601,12.787,1.129
30.png,26,231,8.885,0.434
31.png,45,331,7.356,0.622
32.png,52,493,9.481,0.926
33.png,27,298,11.037,0.560
34.png,33,679,20.576,1.276
35.png,81,949,11.716,1.783
36.png,39,373,9.564,0.701
4.png,19,1012,53.263,1.902
5.png,114,1003,8.798,1.885
6.png,71,2165,30.493,4.068
7.png,12,195,16.250,0.366
8.png,45,1787,39.711,3.358
9.png,40,2413,60.325,4.535
