Slice,Count,Total Area,Average Size,%Area
1.png,6,22,3.667,0.041
10.png,20,176,8.800,0.331
11.png,19,409,21.526,0.769
12.png,37,748,20.216,1.406
13.png,22,604,27.455,1.135
14.png,7,18,2.571,0.034
15.png,4,8,2.000,0.015
16.png,36,834,23.167,1.567
17.png,28,135,4.821,0.254
18.png,45,202,4.489,0.380
19.png,5,9,1.800,0.017
2.png,13,25,1.923,0.047
20.png,0,0,NaN,0.000
21.png,17,30,1.765,0.056
22.png,2,12,6.000,0.023
23.png,26,52,2.000,0.098
24.png,17,635,37.353,1.193
25.png,27,855,31.667,1.607
26.png,33,626,18.970,1.176
27.png,10,61,6.100,0.115
28.png,23,769,33.435,1.445
29.png,24,435,18.125,0.817
3.png,20,30,1.500,0.056
30.png,36,701,19.472,1.317
31.png,51,642,12.588,1.206
32.png,60,457,7.617,0.859
33.png,53,497,9.377,0.934
34.png,25,62,2.480,0.117
35.png,66,1085,16.439,2.039
36.png,56,238,4.250,0.447
4.png,20,43,2.150,0.081
5.png,36,462,12.833,0.868
6.png,13,87,6.692,0.163
7.png,22,508,23.091,0.955
8.png,44,280,6.364,0.526
9.png,5,299,59.800,0.562
