Slice,Count,Total Area,Average Size,%Area
1.png,184,1001,5.440,1.881
10.png,61,2181,35.754,4.099
11.png,140,1132,8.086,2.127
12.png,130,1134,8.723,2.131
13.png,134,1319,9.843,2.479
14.png,136,1073,7.890,2.016
15.png,137,1220,8.905,2.293
16.png,142,1176,8.282,2.210
17.png,95,1921,20.221,3.610
18.png,121,1126,9.306,2.116
19.png,143,989,6.916,1.859
2.png,166,969,5.837,1.821
20.png,160,1037,6.481,1.949
21.png,145,1086,7.490,2.041
22.png,159,1024,6.440,1.924
23.png,174,1053,6.052,1.979
24.png,75,1998,26.640,3.755
25.png,114,1447,12.693,2.719
26.png,54,2169,40.167,4.076
27.png,137,1091,7.964,2.050
28.png,154,1359,8.825,2.554
29.png,150,1346,8.973,2.529
3.png,169,899,5.320,1.689
30.png,123,1118,9.089,2.101
31.png,73,2172,29.753,4.082
32.png,139,1281,9.216,2.407
33.png,154,1219,7.916,2.291
34.png,146,1045,7.158,1.964
35.png,136,1281,9.419,2.407
36.png,153,1277,8.346,2.400
4.png,170,953,5.606,1.791
5.png,161,1051,6.528,1.975
6.png,72,2270,31.528,4.266
7.png,113,1449,12.823,2.723
8.png,118,1328,11.254,2.496
9.png,142,1159,8.162,2.178
