Slice,Count,Total Area,Average Size,%Area
1.png,10,36,3.600,0.068
10.png,15,77,5.133,0.145
11.png,30,102,3.400,0.192
12.png,63,4146,65.810,7.791
13.png,88,3833,43.557,7.203
14.png,129,2295,17.791,4.313
15.png,100,3603,36.030,6.771
16.png,85,3297,38.788,6.196
17.png,70,2767,39.529,5.200
18.png,187,3523,18.840,6.620
19.png,16,37,2.312,0.070
2.png,12,25,2.083,0.047
20.png,4,11,2.750,0.021
21.png,38,87,2.289,0.163
22.png,9,22,2.444,0.041
23.png,37,111,3.000,0.209
24.png,30,142,4.733,0.267
25.png,40,1763,44.075,3.313
26.png,11,63,5.727,0.118
27.png,3,19,6.333,0.036
28.png,18,260,14.444,0.489
29.png,38,157,4.132,0.295
3.png,5,12,2.400,0.023
30.png,52,1994,38.346,3.747
31.png,130,1881,14.469,3.535
32.png,175,1102,6.297,2.071
33.png,155,2078,13.406,3.905
34.png,103,596,5.786,1.120
35.png,77,650,8.442,1.221
36.png,58,435,7.500,0.817
4.png,14,81,5.786,0.152
5.png,147,586,3.986,1.101
6.png,39,173,4.436,0.325
7.png,17,777,45.706,1.460
8.png,36,260,7.222,0.489
9.png,16,68,4.250,0.128
