Slice,Count,Total Area,Average Size,%Area
1.png,82,644,7.854,1.210
10.png,97,1070,11.031,2.011
11.png,89,1071,12.034,2.013
12.png,67,1236,18.448,2.323
13.png,56,1555,27.768,2.922
14.png,116,1974,17.017,3.710
15.png,47,399,8.489,0.750
16.png,102,1521,14.912,2.858
17.png,54,894,16.556,1.680
18.png,172,2354,13.686,4.424
19.png,54,441,8.167,0.829
2.png,100,307,3.070,0.577
20.png,42,215,5.119,0.404
21.png,89,306,3.438,0.575
22.png,33,121,3.667,0.227
23.png,142,1138,8.014,2.139
24.png,72,619,8.597,1.163
25.png,67,1115,16.642,2.095
26.png,44,440,10.000,0.827
27.png,34,620,18.235,1.165
28.png,43,1299,30.209,2.441
29.png,77,451,5.857,0.848
3.png,60,248,4.133,0.466
30.png,99,1384,13.980,2.601
31.png,128,1247,9.742,2.343
32.png,130,1252,9.631,2.353
33.png,116,1167,10.060,2.193
34.png,95,1422,14.968,2.672
35.png,130,725,5.577,1.362
36.png,71,860,12.113,1.616
4.png,90,590,6.556,1.109
5.png,263,1854,7.049,3.484
6.png,82,1630,19.878,3.063
7.png,49,3025,61.735,5.685
8.png,71,942,13.268,1.770
9.png,71,1337,18.831,2.512
