Slice,Count,Total Area,Average Size,%Area
1.png,57,1701,29.842,3.197
10.png,81,932,11.506,1.751
11.png,40,1454,36.350,2.732
12.png,19,112,5.895,0.210
13.png,1,4,4.000,0.008
14.png,11,73,6.636,0.137
15.png,2,12,6.000,0.023
16.png,29,140,4.828,0.263
17.png,12,88,7.333,0.165
18.png,4,13,3.250,0.024
19.png,33,209,6.333,0.393
2.png,112,3408,30.429,6.404
20.png,42,1963,46.738,3.689
21.png,73,1419,19.438,2.667
22.png,39,1029,26.385,1.934
23.png,180,3258,18.100,6.122
24.png,61,1520,24.918,2.856
25.png,17,527,31.000,0.990
26.png,56,1434,25.607,2.695
27.png,52,2145,41.250,4.031
28.png,39,707,18.128,1.329
29.png,73,1090,14.932,2.048
3.png,84,1327,15.798,2.494
30.png,26,410,15.769,0.770
31.png,42,569,13.548,1.069
32.png,68,739,10.868,1.389
33.png,48,495,10.312,0.930
34.png,34,206,6.059,0.387
35.png,79,1019,12.899,1.915
36.png,70,702,10.029,1.319
4.png,82,1705,20.793,3.204
5.png,132,883,6.689,1.659
6.png,87,2450,28.161,4.604
7.png,32,206,6.438,0.387
8.png,67,784,11.701,1.473
9.png,80,1609,20.113,3.024
