Slice,Count,Total Area,Average Size,%Area
1.png,21,61,2.905,0.115
10.png,17,142,8.353,0.267
11.png,31,340,10.968,0.639
12.png,83,933,11.241,1.753
13.png,112,932,8.321,1.751
14.png,101,425,4.208,0.799
15.png,274,4793,17.493,9.007
16.png,128,593,4.633,1.114
17.png,101,688,6.812,1.293
18.png,84,307,3.655,0.577
19.png,40,83,2.075,0.156
2.png,25,57,2.280,0.107
20.png,7,16,2.286,0.030
21.png,54,147,2.722,0.276
22.png,31,68,2.194,0.128
23.png,12,28,2.333,0.053
24.png,52,292,5.615,0.549
25.png,61,660,10.820,1.240
26.png,4,48,12.000,0.090
27.png,5,55,11.000,0.103
28.png,35,331,9.457,0.622
29.png,59,244,4.136,0.459
3.png,22,50,2.273,0.094
30.png,30,214,7.133,0.402
31.png,83,673,8.108,1.265
32.png,76,291,3.829,0.547
33.png,232,1295,5.582,2.434
34.png,83,520,6.265,0.977
35.png,52,144,2.769,0.271
36.png,62,214,3.452,0.402
4.png,31,100,3.226,0.188
5.png,109,508,4.661,0.955
6.png,25,347,13.880,0.652
7.png,26,282,10.846,0.530
8.png,30,246,8.200,0.462
9.png,12,42,3.500,0.079
