Slice,Count,Total Area,Average Size,%Area
1.png,31,98,3.161,0.184
10.png,47,946,20.128,1.778
11.png,30,403,13.433,0.757
12.png,3,10,3.333,0.019
13.png,4,7,1.750,0.013
14.png,21,75,3.571,0.141
15.png,1,1,1.000,0.002
16.png,12,35,2.917,0.066
17.png,6,16,2.667,0.030
18.png,29,98,3.379,0.184
19.png,42,531,12.643,0.998
2.png,288,919,3.191,1.727
20.png,93,1402,15.075,2.635
21.png,151,2272,15.046,4.270
22.png,48,713,14.854,1.340
23.png,21,64,3.048,0.120
24.png,49,561,11.449,1.054
25.png,12,128,10.667,0.241
26.png,50,1103,22.060,2.073
27.png,77,1179,15.312,2.216
28.png,2,52,26.000,0.098
29.png,47,272,5.787,0.511
3.png,115,479,4.165,0.900
30.png,13,46,3.538,0.086
31.png,50,210,4.200,0.395
32.png,67,271,4.045,0.509
33.png,20,88,4.400,0.165
34.png,17,34,2.000,0.064
35.png,57,1016,17.825,1.909
36.png,53,831,15.679,1.562
4.png,13,21,1.615,0.039
5.png,20,27,1.350,0.051
6.png,92,1284,13.957,2.413
7.png,5,13,2.600,0.024
8.png,34,221,6.500,0.415
9.png,67,893,13.328,1.678
