Slice,Count,Total Area,Average Size,%Area
1.png,17,73,4.294,0.276
10.png,61,365,5.984,1.381
11.png,19,49,2.579,0.185
12.png,12,134,11.167,0.507
13.png,8,32,4.000,0.121
14.png,31,76,2.452,0.288
15.png,10,50,5.000,0.189
16.png,10,23,2.300,0.087
17.png,62,529,8.532,2.002
18.png,12,64,5.333,0.242
19.png,31,708,22.839,2.679
2.png,34,334,9.824,1.264
20.png,8,16,2.000,0.061
21.png,3,13,4.333,0.049
22.png,1,26426,26426.000,100.000
23.png,2,3,1.500,0.011
24.png,3,7,2.333,0.026
25.png,8,16,2.000,0.061
26.png,17,93,5.471,0.352
27.png,1,26426,26426.000,100.000
28.png,1,1,1.000,0.004
29.png,37,330,8.919,1.249
3.png,3,10,3.333,0.038
30.png,31,530,17.097,2.006
31.png,28,181,6.464,0.685
32.png,40,2587,64.675,9.790
33.png,39,606,15.538,2.293
34.png,55,2221,40.382,8.405
35.png,53,1852,34.943,7.008
36.png,24,93,3.875,0.352
37.png,42,144,3.429,0.545
38.png,74,1021,13.797,3.864
39.png,25,123,4.920,0.465
4.png,25,396,15.840,1.499
40.png,9,33,3.667,0.125
41.png,27,92,3.407,0.348
42.png,24,144,6.000,0.545
43.png,87,1776,20.414,6.721
44.png,26,977,37.577,3.697
45.png,37,520,14.054,1.968
46.png,6,42,7.000,0.159
47.png,35,371,10.600,1.404
48.png,61,595,9.754,2.252
49.png,12,38,3.167,0.144
5.png,57,3159,55.421,11.954
50.png,5,17,3.400,0.064
51.png,1,26426,26426.000,100.000
52.png,44,511,11.614,1.934
53.png,61,595,9.754,2.252
54.png,2,5,2.500,0.019
55.png,6,46,7.667,0.174
56.png,3,6,2.000,0.023
6.png,17,88,5.176,0.333
7.png,0,0,NaN,0.000
8.png,21,59,2.810,0.223
9.png,34,422,12.412,1.597
