Slice,Count,Total Area,Average Size,%Area
1.png,19,232,12.211,0.878
10.png,30,346,11.533,1.309
11.png,9,127,14.111,0.481
12.png,9,167,18.556,0.632
13.png,1,24,24.000,0.091
14.png,7,38,5.429,0.144
15.png,2,9,4.500,0.034
16.png,2,14,7.000,0.053
17.png,29,271,9.345,1.026
18.png,5,47,9.400,0.178
19.png,13,452,34.769,1.710
2.png,13,404,31.077,1.529
20.png,9,36,4.000,0.136
21.png,1,1,1.000,0.004
22.png,1,1,1.000,0.004
23.png,7,12,1.714,0.045
24.png,1,3,3.000,0.011
25.png,9,36,4.000,0.136
26.png,19,219,11.526,0.829
27.png,1,26426,26426.000,100.000
28.png,1,26426,26426.000,100.000
29.png,38,150,3.947,0.568
3.png,4,9,2.250,0.034
30.png,20,316,15.800,1.196
31.png,12,44,3.667,0.167
32.png,6,13,2.167,0.049
33.png,15,188,12.533,0.711
34.png,16,43,2.688,0.163
35.png,4,5,1.250,0.019
36.png,8,23,2.875,0.087
37.png,28,236,8.429,0.893
38.png,37,293,7.919,1.109
39.png,26,142,5.462,0.537
4.png,16,61,3.812,0.231
40.png,6,33,5.500,0.125
41.png,6,18,3.000,0.068
42.png,5,26,5.200,0.098
43.png,73,406,5.562,1.536
44.png,13,127,9.769,0.481
45.png,29,682,23.517,2.581
46.png,6,24,4.000,0.091
47.png,24,559,23.292,2.115
48.png,39,931,23.872,3.523
49.png,5,32,6.400,0.121
5.png,16,68,4.250,0.257
50.png,4,5,1.250,0.019
51.png,1,26426,26426.000,100.000
52.png,23,806,35.043,3.050
53.png,38,932,24.526,3.527
54.png,1,26426,26426.000,100.000
55.png,1,5,5.000,0.019
56.png,6,66,11.000,0.250
6.png,27,105,3.889,0.397
7.png,0,0,NaN,0.000
8.png,8,34,4.250,0.129
9.png,42,615,14.643,2.327
