Slice,Count,Total Area,Average Size,%Area
1.png,1,26426,26426.000,100.000
10.png,2,2,1.000,0.008
11.png,13,72,5.538,0.272
12.png,1,1,1.000,0.004
13.png,17,21,1.235,0.079
14.png,0,0,NaN,0.000
15.png,1,26426,26426.000,100.000
16.png,1,26426,26426.000,100.000
17.png,1,26426,26426.000,100.000
18.png,14,38,2.714,0.144
19.png,1,26426,26426.000,100.000
2.png,2,6,3.000,0.023
20.png,0,0,NaN,0.000
21.png,3,17,5.667,0.064
22.png,5,40,8.000,0.151
23.png,23,58,2.522,0.219
24.png,2,6,3.000,0.023
25.png,0,0,NaN,0.000
26.png,1,26426,26426.000,100.000
27.png,1,26426,26426.000,100.000
28.png,24,46,1.917,0.174
29.png,12,19,1.583,0.072
3.png,12,18,1.500,0.068
30.png,2,2,1.000,0.008
31.png,1,5,5.000,0.019
32.png,1,1,1.000,0.004
33.png,1,1,1.000,0.004
34.png,2,2,1.000,0.008
35.png,1,26426,26426.000,100.000
36.png,0,0,NaN,0.000
37.png,3,15,5.000,0.057
38.png,4,6,1.500,0.023
39.png,11,19,1.727,0.072
4.png,4,13,3.250,0.049
40.png,15,41,2.733,0.155
41.png,12,15,1.250,0.057
42.png,6,7,1.167,0.026
43.png,3,8,2.667,0.030
44.png,1,26426,26426.000,100.000
45.png,1,26426,26426.000,100.000
46.png,11,20,1.818,0.076
47.png,6,8,1.333,0.030
48.png,1,26426,26426.000,100.000
49.png,14,192,13.714,0.727
5.png,1,26426,26426.000,100.000
50.png,1,3,3.000,0.011
51.png,3,40,13.333,0.151
52.png,1,26426,26426.000,100.000
53.png,1,26426,26426.000,100.000
54.png,16,18,1.125,0.068
55.png,1,8,8.000,0.030
56.png,6,37,6.167,0.140
6.png,1,26426,26426.000,100.000
7.png,3,15,5.000,0.057
8.png,4,7,1.750,0.026
9.png,10,22,2.200,0.083
