Slice,Count,Total Area,Average Size,%Area
1.png,0,0,NaN,0.000
10.png,6,35,5.833,0.132
11.png,21,76,3.619,0.288
12.png,1,1,1.000,0.004
13.png,3,23,7.667,0.087
14.png,12,137,11.417,0.518
15.png,6,463,77.167,1.752
16.png,5,30,6.000,0.114
17.png,2,6,3.000,0.023
18.png,4,38,9.500,0.144
19.png,1,26426,26426.000,100.000
2.png,1,1,1.000,0.004
20.png,0,0,NaN,0.000
21.png,1,26426,26426.000,100.000
22.png,1,26426,26426.000,100.000
23.png,3,7,2.333,0.026
24.png,6,20,3.333,0.076
25.png,0,0,NaN,0.000
26.png,1,26426,26426.000,100.000
27.png,1,2,2.000,0.008
28.png,1,26426,26426.000,100.000
29.png,1,26426,26426.000,100.000
3.png,3,3,1.000,0.011
30.png,4,189,47.250,0.715
31.png,5,139,27.800,0.526
32.png,4,6,1.500,0.023
33.png,13,154,11.846,0.583
34.png,6,54,9.000,0.204
35.png,9,69,7.667,0.261
36.png,8,82,10.250,0.310
37.png,2,19,9.500,0.072
38.png,7,21,3.000,0.079
39.png,2,2,1.000,0.008
4.png,3,5,1.667,0.019
40.png,4,11,2.750,0.042
41.png,9,284,31.556,1.075
42.png,4,10,2.500,0.038
43.png,18,101,5.611,0.382
44.png,13,58,4.462,0.219
45.png,0,0,NaN,0.000
46.png,2,2,1.000,0.008
47.png,5,13,2.600,0.049
48.png,6,12,2.000,0.045
49.png,2,3,1.500,0.011
5.png,5,112,22.400,0.424
50.png,0,0,NaN,0.000
51.png,1,26426,26426.000,100.000
52.png,3,10,3.333,0.038
53.png,6,12,2.000,0.045
54.png,1,26426,26426.000,100.000
55.png,0,0,NaN,0.000
56.png,1,26426,26426.000,100.000
6.png,4,14,3.500,0.053
7.png,6,48,8.000,0.182
8.png,11,28,2.545,0.106
9.png,1,1,1.000,0.004
