Slice,Count,Total Area,Average Size,%Area
1.png,30,2452,81.733,9.279
10.png,106,2855,26.934,10.804
11.png,223,4370,19.596,16.537
12.png,99,1937,19.566,7.330
13.png,264,2318,8.780,8.772
14.png,143,3682,25.748,13.933
15.png,117,5147,43.991,19.477
16.png,112,3208,28.643,12.140
17.png,108,1021,9.454,3.864
18.png,153,2988,19.529,11.307
19.png,44,852,19.364,3.224
2.png,59,4938,83.695,18.686
20.png,218,2165,9.931,8.193
21.png,159,3158,19.862,11.950
22.png,72,1189,16.514,4.499
23.png,213,2705,12.700,10.236
24.png,121,1374,11.355,5.199
25.png,218,2165,9.931,8.193
26.png,280,3360,12.000,12.715
27.png,155,2816,18.168,10.656
28.png,141,1213,8.603,4.590
29.png,50,4807,96.140,18.190
3.png,154,7987,51.864,30.224
30.png,98,3571,36.439,13.513
31.png,98,3930,40.102,14.872
32.png,90,3786,42.067,14.327
33.png,142,4099,28.866,15.511
34.png,83,2964,35.711,11.216
35.png,84,4706,56.024,17.808
36.png,105,6431,61.248,24.336
37.png,100,1929,19.290,7.300
38.png,141,2144,15.206,8.113
39.png,122,2046,16.770,7.742
4.png,58,4197,72.362,15.882
40.png,144,1426,9.903,5.396
41.png,238,2710,11.387,10.255
42.png,136,2243,16.493,8.488
43.png,86,806,9.372,3.050
44.png,78,2553,32.731,9.661
45.png,61,1288,21.115,4.874
46.png,121,1955,16.157,7.398
47.png,105,2307,21.971,8.730
48.png,128,964,7.531,3.648
49.png,66,1008,15.273,3.814
5.png,96,2952,30.750,11.171
50.png,151,1270,8.411,4.806
51.png,109,984,9.028,3.724
52.png,137,1422,10.380,5.381
53.png,128,964,7.531,3.648
54.png,229,1398,6.105,5.290
55.png,169,2855,16.893,10.804
56.png,77,786,10.208,2.974
6.png,102,4373,42.873,16.548
7.png,82,6089,74.256,23.042
8.png,142,6284,44.254,23.780
9.png,100,1978,19.780,7.485
