Slice,Count,Total Area,Average Size,%Area
1.png,1,26426,26426.000,100.000
10.png,110,531,4.827,2.009
11.png,49,377,7.694,1.427
12.png,30,125,4.167,0.473
13.png,31,184,5.935,0.696
14.png,99,959,9.687,3.629
15.png,44,995,22.614,3.765
16.png,39,187,4.795,0.708
17.png,39,573,14.692,2.168
18.png,54,268,4.963,1.014
19.png,30,921,30.700,3.485
2.png,10,26,2.600,0.098
20.png,48,210,4.375,0.795
21.png,21,150,7.143,0.568
22.png,6,11,1.833,0.042
23.png,51,331,6.490,1.253
24.png,21,102,4.857,0.386
25.png,48,209,4.354,0.791
26.png,52,652,12.538,2.467
27.png,14,30,2.143,0.114
28.png,7,7,1.000,0.026
29.png,27,145,5.370,0.549
3.png,38,149,3.921,0.564
30.png,32,105,3.281,0.397
31.png,41,153,3.732,0.579
32.png,67,4623,69.000,17.494
33.png,121,1854,15.322,7.016
34.png,76,3509,46.171,13.279
35.png,82,2173,26.500,8.223
36.png,33,104,3.152,0.394
37.png,6,13,2.167,0.049
38.png,75,1157,15.427,4.378
39.png,18,33,1.833,0.125
4.png,37,149,4.027,0.564
40.png,19,76,4.000,0.288
41.png,44,359,8.159,1.359
42.png,46,284,6.174,1.075
43.png,74,1055,14.257,3.992
44.png,36,685,19.028,2.592
45.png,32,423,13.219,1.601
46.png,15,164,10.933,0.621
47.png,62,799,12.887,3.024
48.png,64,534,8.344,2.021
49.png,6,33,5.500,0.125
5.png,131,2484,18.962,9.400
50.png,34,104,3.059,0.394
51.png,10,30,3.000,0.114
52.png,61,813,13.328,3.077
53.png,64,534,8.344,2.021
54.png,24,81,3.375,0.307
55.png,29,365,12.586,1.381
56.png,7,20,2.857,0.076
6.png,52,133,2.558,0.503
7.png,8,12,1.500,0.045
8.png,76,491,6.461,1.858
9.png,27,220,8.148,0.833
