Slice,Count,Total Area,Average Size,%Area
1.png,129,965,7.481,3.652
10.png,92,342,3.717,1.294
11.png,182,719,3.951,2.721
12.png,131,1030,7.863,3.898
13.png,235,1516,6.451,5.737
14.png,90,217,2.411,0.821
15.png,4,14,3.500,0.053
16.png,68,189,2.779,0.715
17.png,53,106,2.000,0.401
18.png,144,555,3.854,2.100
19.png,24,73,3.042,0.276
2.png,64,265,4.141,1.003
20.png,252,800,3.175,3.027
21.png,106,1001,9.443,3.788
22.png,81,2533,31.272,9.585
23.png,160,408,2.550,1.544
24.png,138,1542,11.174,5.835
25.png,252,800,3.175,3.027
26.png,232,716,3.086,2.709
27.png,199,2204,11.075,8.340
28.png,252,1571,6.234,5.945
29.png,77,385,5.000,1.457
3.png,178,401,2.253,1.517
30.png,52,209,4.019,0.791
31.png,86,238,2.767,0.901
32.png,17,49,2.882,0.185
33.png,60,138,2.300,0.522
34.png,21,47,2.238,0.178
35.png,22,54,2.455,0.204
36.png,69,171,2.478,0.647
37.png,138,977,7.080,3.697
38.png,103,238,2.311,0.901
39.png,154,630,4.091,2.384
4.png,81,1230,15.185,4.655
40.png,150,1201,8.007,4.545
41.png,171,392,2.292,1.483
42.png,81,383,4.728,1.449
43.png,44,78,1.773,0.295
44.png,38,178,4.684,0.674
45.png,59,414,7.017,1.567
46.png,112,467,4.170,1.767
47.png,101,222,2.198,0.840
48.png,102,268,2.627,1.014
49.png,154,1445,9.383,5.468
5.png,31,93,3.000,0.352
50.png,209,905,4.330,3.425
51.png,137,1249,9.117,4.726
52.png,95,251,2.642,0.950
53.png,102,268,2.627,1.014
54.png,321,1080,3.364,4.087
55.png,101,310,3.069,1.173
56.png,166,1066,6.422,4.034
6.png,111,703,6.333,2.660
7.png,73,505,6.918,1.911
8.png,100,324,3.240,1.226
9.png,120,687,5.725,2.600
