Slice,Count,Total Area,Average Size,%Area
1.png,41,73,1.780,0.276
10.png,83,220,2.651,0.833
11.png,63,163,2.587,0.617
12.png,90,387,4.300,1.464
13.png,149,451,3.027,1.707
14.png,59,103,1.746,0.390
15.png,1,26426,26426.000,100.000
16.png,42,98,2.333,0.371
17.png,43,553,12.860,2.093
18.png,87,362,4.161,1.370
19.png,27,264,9.778,0.999
2.png,13,25,1.923,0.095
20.png,166,507,3.054,1.919
21.png,30,186,6.200,0.704
22.png,58,271,4.672,1.026
23.png,71,208,2.930,0.787
24.png,88,991,11.261,3.750
25.png,163,493,3.025,1.866
26.png,88,211,2.398,0.798
27.png,113,276,2.442,1.044
28.png,149,888,5.960,3.360
29.png,65,184,2.831,0.696
3.png,55,98,1.782,0.371
30.png,22,95,4.318,0.359
31.png,31,96,3.097,0.363
32.png,4,7,1.750,0.026
33.png,11,18,1.636,0.068
34.png,4,4,1.000,0.015
35.png,9,16,1.778,0.061
36.png,9,18,2.000,0.068
37.png,54,300,5.556,1.135
38.png,28,59,2.107,0.223
39.png,71,188,2.648,0.711
4.png,45,497,11.044,1.881
40.png,104,859,8.260,3.251
41.png,58,183,3.155,0.692
42.png,52,156,3.000,0.590
43.png,36,98,2.722,0.371
44.png,11,57,5.182,0.216
45.png,52,287,5.519,1.086
46.png,53,342,6.453,1.294
47.png,78,335,4.295,1.268
48.png,81,320,3.951,1.211
49.png,97,1601,16.505,6.058
5.png,6,15,2.500,0.057
50.png,91,889,9.769,3.364
51.png,109,565,5.183,2.138
52.png,43,69,1.605,0.261
53.png,82,322,3.927,1.218
54.png,207,903,4.362,3.417
55.png,66,153,2.318,0.579
56.png,90,2229,24.767,8.435
6.png,35,85,2.429,0.322
7.png,7,30,4.286,0.114
8.png,33,80,2.424,0.303
9.png,56,371,6.625,1.404
