Slice,Count,Total Area,Average Size,%Area
1.png,70,891,12.729,3.372
10.png,147,2855,19.422,10.804
11.png,188,1237,6.580,4.681
12.png,87,2245,25.805,8.495
13.png,193,1582,8.197,5.987
14.png,161,1505,9.348,5.695
15.png,58,1963,33.845,7.428
16.png,96,1513,15.760,5.725
17.png,54,1388,25.704,5.252
18.png,114,2259,19.816,8.548
19.png,63,996,15.810,3.769
2.png,113,2639,23.354,9.986
20.png,158,2317,14.665,8.768
21.png,86,1720,20.000,6.509
22.png,52,148,2.846,0.560
23.png,158,1324,8.380,5.010
24.png,102,1195,11.716,4.522
25.png,158,2317,14.665,8.768
26.png,156,2069,13.263,7.829
27.png,122,1062,8.705,4.019
28.png,177,807,4.559,3.054
29.png,71,1741,24.521,6.588
3.png,150,2066,13.773,7.818
30.png,87,2345,26.954,8.874
31.png,130,2551,19.623,9.653
32.png,75,274,3.653,1.037
33.png,123,2082,16.927,7.879
34.png,70,523,7.471,1.979
35.png,57,664,11.649,2.513
36.png,111,2710,24.414,10.255
37.png,123,1893,15.390,7.163
38.png,114,3126,27.421,11.829
39.png,95,2500,26.316,9.460
4.png,107,2774,25.925,10.497
40.png,150,1243,8.287,4.704
41.png,92,829,9.011,3.137
42.png,99,2054,20.747,7.773
43.png,74,1012,13.676,3.830
44.png,54,1521,28.167,5.756
45.png,60,1392,23.200,5.268
46.png,98,1721,17.561,6.513
47.png,98,721,7.357,2.728
48.png,96,1212,12.625,4.586
49.png,97,646,6.660,2.445
5.png,136,1130,8.309,4.276
50.png,89,1308,14.697,4.950
51.png,93,1115,11.989,4.219
52.png,85,1313,15.447,4.969
53.png,97,1214,12.515,4.594
54.png,206,1487,7.218,5.627
55.png,128,2277,17.789,8.617
56.png,121,1110,9.174,4.200
6.png,152,4109,27.033,15.549
7.png,120,2976,24.800,11.262
8.png,145,3691,25.455,13.967
9.png,114,2586,22.684,9.786
