Slice,Count,Total Area,Average Size,%Area
1.png,6,16,2.667,0.061
10.png,62,517,8.339,1.956
11.png,95,1441,15.168,5.453
12.png,48,281,5.854,1.063
13.png,102,674,6.608,2.551
14.png,114,1352,11.860,5.116
15.png,61,1391,22.803,5.264
16.png,80,623,7.787,2.358
17.png,44,998,22.682,3.777
18.png,74,1113,15.041,4.212
19.png,12,757,63.083,2.865
2.png,35,68,1.943,0.257
20.png,98,464,4.735,1.756
21.png,70,1137,16.243,4.303
22.png,30,351,11.700,1.328
23.png,101,829,8.208,3.137
24.png,60,279,4.650,1.056
25.png,98,465,4.745,1.760
26.png,94,611,6.500,2.312
27.png,83,429,5.169,1.623
28.png,37,409,11.054,1.548
29.png,34,749,22.029,2.834
3.png,22,66,3.000,0.250
30.png,16,79,4.938,0.299
31.png,28,185,6.607,0.700
32.png,64,925,14.453,3.500
33.png,65,814,12.523,3.080
34.png,59,622,10.542,2.354
35.png,76,739,9.724,2.796
36.png,39,169,4.333,0.640
37.png,21,94,4.476,0.356
38.png,52,602,11.577,2.278
39.png,40,325,8.125,1.230
4.png,24,115,4.792,0.435
40.png,42,251,5.976,0.950
41.png,98,975,9.949,3.690
42.png,50,356,7.120,1.347
43.png,47,612,13.021,2.316
44.png,37,931,25.162,3.523
45.png,39,450,11.538,1.703
46.png,43,322,7.488,1.218
47.png,80,740,9.250,2.800
48.png,49,405,8.265,1.533
49.png,22,218,9.909,0.825
5.png,58,560,9.655,2.119
50.png,82,471,5.744,1.782
51.png,22,151,6.864,0.571
52.png,54,341,6.315,1.290
53.png,50,421,8.420,1.593
54.png,56,242,4.321,0.916
55.png,43,690,16.047,2.611
56.png,38,272,7.158,1.029
6.png,31,63,2.032,0.238
7.png,29,83,2.862,0.314
8.png,30,308,10.267,1.166
9.png,38,139,3.658,0.526
