Slice,Count,Total Area,Average Size,%Area
1.png,60,3208,53.467,12.140
10.png,112,1947,17.384,7.368
11.png,54,502,9.296,1.900
12.png,40,2223,55.575,8.412
13.png,70,508,7.257,1.922
14.png,63,794,12.603,3.005
15.png,6,19,3.167,0.072
16.png,43,810,18.837,3.065
17.png,73,2270,31.096,8.590
18.png,64,1482,23.156,5.608
19.png,36,1580,43.889,5.979
2.png,64,912,14.250,3.451
20.png,97,1304,13.443,4.935
21.png,26,1268,48.769,4.798
22.png,48,1007,20.979,3.811
23.png,55,921,16.745,3.485
24.png,90,1445,16.056,5.468
25.png,97,1306,13.464,4.942
26.png,97,726,7.485,2.747
27.png,125,1012,8.096,3.830
28.png,132,1253,9.492,4.742
29.png,92,879,9.554,3.326
3.png,94,389,4.138,1.472
30.png,45,493,10.956,1.866
31.png,47,987,21.000,3.735
32.png,20,88,4.400,0.333
33.png,40,305,7.625,1.154
34.png,21,56,2.667,0.212
35.png,15,19,1.267,0.072
36.png,45,197,4.378,0.745
37.png,54,1805,33.426,6.830
38.png,64,522,8.156,1.975
39.png,61,2129,34.902,8.056
4.png,63,2020,32.063,7.644
40.png,46,861,18.717,3.258
41.png,60,651,10.850,2.463
42.png,34,1221,35.912,4.620
43.png,74,321,4.338,1.215
44.png,22,649,29.500,2.456
45.png,58,2359,40.672,8.927
46.png,42,919,21.881,3.478
47.png,110,1292,11.745,4.889
48.png,129,1050,8.140,3.973
49.png,93,1477,15.882,5.589
5.png,31,130,4.194,0.492
50.png,92,1805,19.620,6.830
51.png,70,924,13.200,3.497
52.png,77,668,8.675,2.528
53.png,129,1050,8.140,3.973
54.png,118,706,5.983,2.672
55.png,69,608,8.812,2.301
56.png,93,1164,12.516,4.405
6.png,50,1157,23.140,4.378
7.png,32,735,22.969,2.781
8.png,44,641,14.568,2.426
9.png,49,1674,34.163,6.335
