Slice,Count,Total Area,Average Size,%Area
1.png,8,36,4.500,0.136
10.png,30,626,20.867,2.369
11.png,33,742,22.485,2.808
12.png,20,96,4.800,0.363
13.png,21,136,6.476,0.515
14.png,44,565,12.841,2.138
15.png,23,393,17.087,1.487
16.png,22,294,13.364,1.113
17.png,38,836,22.000,3.164
18.png,11,321,29.182,1.215
19.png,17,463,27.235,1.752
2.png,33,233,7.061,0.882
20.png,17,64,3.765,0.242
21.png,11,161,14.636,0.609
22.png,7,23,3.286,0.087
23.png,17,149,8.765,0.564
24.png,21,119,5.667,0.450
25.png,17,64,3.765,0.242
26.png,19,78,4.105,0.295
27.png,3,10,3.333,0.038
28.png,1,1,1.000,0.004
29.png,31,131,4.226,0.496
3.png,16,144,9.000,0.545
30.png,32,238,7.438,0.901
31.png,24,417,17.375,1.578
32.png,60,371,6.183,1.404
33.png,44,713,16.205,2.698
34.png,51,574,11.255,2.172
35.png,62,706,11.387,2.672
36.png,25,205,8.200,0.776
37.png,19,257,13.526,0.973
38.png,52,758,14.577,2.868
39.png,34,189,5.559,0.715
4.png,35,621,17.743,2.350
40.png,11,204,18.545,0.772
41.png,38,481,12.658,1.820
42.png,23,323,14.043,1.222
43.png,44,704,16.000,2.664
44.png,27,921,34.111,3.485
45.png,38,574,15.105,2.172
46.png,8,53,6.625,0.201
47.png,27,256,9.481,0.969
48.png,32,340,10.625,1.287
49.png,7,35,5.000,0.132
5.png,72,1468,20.389,5.555
50.png,16,95,5.938,0.359
51.png,4,14,3.500,0.053
52.png,39,237,6.077,0.897
53.png,32,340,10.625,1.287
54.png,4,7,1.750,0.026
55.png,12,84,7.000,0.318
56.png,3,12,4.000,0.045
6.png,19,357,18.789,1.351
7.png,14,279,19.929,1.056
8.png,25,471,18.840,1.782
9.png,31,256,8.258,0.969
