Slice,Count,Total Area,Average Size,%Area
1.png,73,5029,68.890,19.031
10.png,197,2128,10.802,8.053
11.png,97,1457,15.021,5.514
12.png,51,1160,22.745,4.390
13.png,89,1305,14.663,4.938
14.png,114,1462,12.825,5.532
15.png,52,874,16.808,3.307
16.png,73,1759,24.096,6.656
17.png,100,2063,20.630,7.807
18.png,91,1860,20.440,7.039
19.png,63,1279,20.302,4.840
2.png,89,4625,51.966,17.502
20.png,102,1198,11.745,4.533
21.png,107,2168,20.262,8.204
22.png,51,972,19.059,3.678
23.png,102,1238,12.137,4.685
24.png,87,1392,16.000,5.268
25.png,102,1199,11.755,4.537
26.png,121,1134,9.372,4.291
27.png,138,2057,14.906,7.784
28.png,81,819,10.111,3.099
29.png,80,2556,31.950,9.672
3.png,87,1923,22.103,7.277
30.png,63,1371,21.762,5.188
31.png,82,2092,25.512,7.916
32.png,91,466,5.121,1.763
33.png,145,1411,9.731,5.339
34.png,68,271,3.985,1.026
35.png,94,398,4.234,1.506
36.png,92,677,7.359,2.562
37.png,97,1503,15.495,5.688
38.png,140,975,6.964,3.690
39.png,72,2065,28.681,7.814
4.png,82,3026,36.902,11.451
40.png,59,582,9.864,2.202
41.png,86,745,8.663,2.819
42.png,54,1897,35.130,7.179
43.png,62,259,4.177,0.980
44.png,48,627,13.062,2.373
45.png,54,1949,36.093,7.375
46.png,52,1651,31.750,6.248
47.png,108,779,7.213,2.948
48.png,94,549,5.840,2.077
49.png,69,1009,14.623,3.818
5.png,157,775,4.936,2.933
50.png,126,1708,13.556,6.463
51.png,48,768,16.000,2.906
52.png,99,605,6.111,2.289
53.png,94,549,5.840,2.077
54.png,96,681,7.094,2.577
55.png,93,1125,12.097,4.257
56.png,70,752,10.743,2.846
6.png,132,2847,21.568,10.773
7.png,63,3709,58.873,14.035
8.png,93,2801,30.118,10.599
9.png,78,1628,20.872,6.161
