Slice,Count,Total Area,Average Size,%Area
1.png,8,10,1.250,0.038
10.png,14,250,17.857,0.946
11.png,12,77,6.417,0.291
12.png,5,73,14.600,0.276
13.png,3,3,1.000,0.011
14.png,13,104,8.000,0.394
15.png,1,26426,26426.000,100.000
16.png,8,21,2.625,0.079
17.png,19,54,2.842,0.204
18.png,14,32,2.286,0.121
19.png,1,33,33.000,0.125
2.png,4,6,1.500,0.023
20.png,32,310,9.688,1.173
21.png,3,29,9.667,0.110
22.png,1,26426,26426.000,100.000
23.png,9,258,28.667,0.976
24.png,19,90,4.737,0.341
25.png,32,310,9.688,1.173
26.png,18,91,5.056,0.344
27.png,5,12,2.400,0.045
28.png,38,327,8.605,1.237
29.png,25,275,11.000,1.041
3.png,9,9,1.000,0.034
30.png,2,11,5.500,0.042
31.png,0,0,NaN,0.000
32.png,0,0,NaN,0.000
33.png,1,26426,26426.000,100.000
34.png,1,26426,26426.000,100.000
35.png,0,0,NaN,0.000
36.png,1,1,1.000,0.004
37.png,5,17,3.400,0.064
38.png,1,1,1.000,0.004
39.png,7,28,4.000,0.106
4.png,14,256,18.286,0.969
40.png,15,26,1.733,0.098
41.png,9,22,2.444,0.083
42.png,7,14,2.000,0.053
43.png,6,13,2.167,0.049
44.png,0,0,NaN,0.000
45.png,6,50,8.333,0.189
46.png,8,84,10.500,0.318
47.png,28,308,11.000,1.166
48.png,29,75,2.586,0.284
49.png,27,139,5.148,0.526
5.png,0,0,NaN,0.000
50.png,35,97,2.771,0.367
51.png,10,154,15.400,0.583
52.png,13,35,2.692,0.132
53.png,29,72,2.483,0.272
54.png,56,152,2.714,0.575
55.png,14,52,3.714,0.197
56.png,86,795,9.244,3.008
6.png,8,117,14.625,0.443
7.png,0,0,NaN,0.000
8.png,3,6,2.000,0.023
9.png,23,114,4.957,0.431
