Observation id	Daniel_Dyad10_A2B							
109.762	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
110.513	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Bite	Aggressive		POINT
110.513	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Subordinate	Flee	Other		POINT
115.015	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Circle	Reproductive		POINT
121.139	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Male	Aggressive		POINT
121.139	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Subordinate	Flee	Other		POINT
123.265	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
129.779	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Male	Aggressive		POINT
129.779	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Subordinate	Flee	Other		POINT
133.183	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Bite	Aggressive		POINT
140.792	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Male	Aggressive		POINT
143.048	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Subordinate	Chases Female	Aggressive		POINT
144.517	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
175.828	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Subordinate	Bite	Aggressive		POINT
181.355	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Male	Aggressive		POINT
182.834	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Subordinate	Flee	Other		POINT
183.480	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
186.314	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
191.093	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
193.398	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
197.848	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Male	Aggressive		POINT
197.848	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Subordinate	Flee	Other		POINT
203.847	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Entry /Exit Pot	Reproductive		POINT
206.150	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Subordinate	Chases Female	Aggressive		POINT
207.348	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Entry /Exit Pot	Reproductive		POINT
208.275	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Male	Aggressive		POINT
208.275	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Subordinate	Flee	Other		POINT
215.861	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Bite	Aggressive		POINT
219.112	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Entry /Exit Pot	Reproductive		POINT
231.653	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Subordinate	Chases Female	Aggressive		POINT
237.320	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Subordinate	Bite	Aggressive		POINT
241.388	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Entry /Exit Pot	Reproductive		POINT
241.642	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
245.821	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Subordinate	Chases Female	Aggressive		POINT
276.283	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
280.534	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
321.723	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Bite	Aggressive		POINT
321.723	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
341.875	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Bite	Aggressive		POINT
341.875	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Subordinate	Flee	Other		POINT
345.709	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Subordinate	Chases Female	Aggressive		POINT
347.126	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Bite	Aggressive		POINT
353.001	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Subordinate	Chases Female	Aggressive		POINT
360.258	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
372.629	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Subordinate	Bite	Aggressive		POINT
378.296	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
378.528	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Male	Aggressive		POINT
378.528	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Subordinate	Flee	Other		POINT
382.784	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Male	Aggressive		POINT
382.784	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Subordinate	Flee	Other		POINT
393.044	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
415.065	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Subordinate	Chases Female	Aggressive		POINT
426.060	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Entry /Exit Pot	Reproductive		POINT
428.822	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Subordinate	Flee	Other		POINT
444.056	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Entry /Exit Pot	Reproductive		POINT
449.138	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
461.890	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
468.116	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Subordinate	Flee	Other		POINT
485.267	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
513.604	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
526.170	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Entry /Exit Pot	Reproductive		POINT
556.456	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Male	Aggressive		POINT
556.456	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Subordinate	Flee	Other		POINT
563.707	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
576.654	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
585.863	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Subordinate	Chases Female	Aggressive		POINT
591.985	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
595.073	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
597.906	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
607.116	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Subordinate	Chases Female	Aggressive		POINT
613.492	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
638.995	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
644.547	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Subordinate	Chases Female	Aggressive		POINT
648.913	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Subordinate	Chases Female	Aggressive		POINT
651.038	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
676.541	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Male	Aggressive		POINT
676.541	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Subordinate	Flee	Other		POINT
678.666	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Subordinate	Chases Female	Aggressive		POINT
702.044	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Subordinate	Chases Female	Aggressive		POINT
702.081	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH010551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
708.418	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Dominant	Chases Male	Aggressive		POINT
709.366	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Subordinate	Flee	Other		POINT
709.835	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Dominant	Chases Male	Aggressive		POINT
715.502	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
718.622	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
727.545	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Subordinate	Chases Female	Aggressive		POINT
741.126	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
744.878	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Dominant	Entry /Exit Pot	Reproductive		POINT
752.375	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
752.375	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Dominant	Entry /Exit Pot	Reproductive		POINT
765.876	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Dominant	Entry /Exit Pot	Reproductive		POINT
767.919	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Subordinate	Chases Female	Aggressive		POINT
792.720	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Subordinate	Chases Female	Aggressive		POINT
803.693	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
808.305	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
810.430	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Subordinate	Chases Female	Aggressive		POINT
813.973	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Subordinate	Chases Female	Aggressive		POINT
830.975	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Dominant	Chases Male	Aggressive		POINT
833.243	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Subordinate	Flee	Other		POINT
838.767	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Dominant	Chases Male	Aggressive		POINT
840.247	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Subordinate	Flee	Other		POINT
850.002	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Subordinate	Chases Female	Aggressive		POINT
856.754	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Dominant	Chases Male	Aggressive		POINT
856.754	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Subordinate	Flee	Other		POINT
857.186	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Dominant	Bite	Aggressive		POINT
859.264	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
862.260	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
879.856	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Subordinate	Chases Female	Aggressive		POINT
882.784	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Subordinate	Chases Female	Aggressive		POINT
886.940	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Subordinate	Chases Female	Aggressive		POINT
889.792	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Dominant	Chases Male	Aggressive		POINT
889.792	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Subordinate	Flee	Other		POINT
899.691	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
903.234	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
907.788	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Dominant	Foraging	Other		POINT
917.402	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Subordinate	Flee	Other		POINT
925.580	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
931.286	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Dominant	Foraging	Other		POINT
960.334	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Dominant	Chases Female	Aggressive		POINT
974.784	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A2B/Videos/GH020551.MP4	3389.300	59.94	Subordinate	Chases Female	Aggressive		POINT
