Observation id	Date	Description	Subjects	Media files/Live observation
A2C Sub only MP 5-1-24	2024-05-01T08:02:33		Subordinate	#1: C:/Users/mhack/Dropbox (Medgar Evers College)/Dyad/230209_Dyad9/Blue/A2C/GX010553.MP4, #1: C:/Users/mhack/Dropbox (Medgar Evers College)/Dyad/230209_Dyad9/Blue/A2C/GX020553.MP4, #1: C:/Users/mhack/Dropbox (Medgar Evers College)/Dyad/230209_Dyad9/Blue/A2C/GX030553.MP4, #1: C:/Users/mhack/Dropbox (Medgar Evers College)/Dyad/230209_Dyad9/Blue/A2C/GX040553.MP4, #1: C:/Users/mhack/Dropbox (Medgar Evers College)/Dyad/230209_Dyad9/Blue/A2C/GX050553.MP4
