Slice,Count,Total Area,Average Size,%Area
1.png,53,401,7.566,1.517
10.png,15,23,1.533,0.087
11.png,5,6,1.200,0.023
12.png,27,132,4.889,0.500
13.png,23,27,1.174,0.102
14.png,25,37,1.480,0.140
15.png,3,3,1.000,0.011
16.png,17,27,1.588,0.102
17.png,39,64,1.641,0.242
18.png,27,89,3.296,0.337
19.png,13,31,2.385,0.117
2.png,4,15,3.750,0.057
20.png,36,77,2.139,0.291
21.png,14,16,1.143,0.061
22.png,15,80,5.333,0.303
23.png,49,76,1.551,0.288
24.png,24,103,4.292,0.390
25.png,36,77,2.139,0.291
26.png,33,64,1.939,0.242
27.png,54,159,2.944,0.602
28.png,26,59,2.269,0.223
29.png,10,42,4.200,0.159
3.png,4,11,2.750,0.042
30.png,4,5,1.250,0.019
31.png,7,9,1.286,0.034
32.png,0,0,NaN,0.000
33.png,5,11,2.200,0.042
34.png,1,26426,26426.000,100.000
35.png,4,5,1.250,0.019
36.png,2,2,1.000,0.008
37.png,7,7,1.000,0.026
38.png,14,35,2.500,0.132
39.png,22,91,4.136,0.344
4.png,0,0,NaN,0.000
40.png,15,31,2.067,0.117
41.png,23,34,1.478,0.129
42.png,12,20,1.667,0.076
43.png,29,46,1.586,0.174
44.png,2,4,2.000,0.015
45.png,6,44,7.333,0.167
46.png,23,59,2.565,0.223
47.png,39,86,2.205,0.325
48.png,60,192,3.200,0.727
49.png,35,71,2.029,0.269
5.png,5,8,1.600,0.030
50.png,36,95,2.639,0.359
51.png,40,149,3.725,0.564
52.png,33,80,2.424,0.303
53.png,60,192,3.200,0.727
54.png,67,144,2.149,0.545
55.png,36,117,3.250,0.443
56.png,22,71,3.227,0.269
6.png,0,0,NaN,0.000
7.png,1,1,1.000,0.004
8.png,4,6,1.500,0.023
9.png,22,60,2.727,0.227
