Slice,Count,Total Area,Average Size,%Area
1.png,48,181,3.771,0.685
10.png,93,394,4.237,1.491
11.png,62,94,1.516,0.356
12.png,81,362,4.469,1.370
13.png,50,136,2.720,0.515
14.png,118,314,2.661,1.188
15.png,43,194,4.512,0.734
16.png,55,130,2.364,0.492
17.png,85,972,11.435,3.678
18.png,58,165,2.845,0.624
19.png,68,1247,18.338,4.719
2.png,39,128,3.282,0.484
20.png,85,162,1.906,0.613
21.png,51,101,1.980,0.382
22.png,30,45,1.500,0.170
23.png,124,249,2.008,0.942
24.png,29,72,2.483,0.272
25.png,85,162,1.906,0.613
26.png,28,44,1.571,0.167
27.png,73,173,2.370,0.655
28.png,36,62,1.722,0.235
29.png,19,101,5.316,0.382
3.png,43,123,2.860,0.465
30.png,25,153,6.120,0.579
31.png,76,341,4.487,1.290
32.png,49,108,2.204,0.409
33.png,51,177,3.471,0.670
34.png,48,159,3.312,0.602
35.png,45,71,1.578,0.269
36.png,37,76,2.054,0.288
37.png,68,185,2.721,0.700
38.png,77,420,5.455,1.589
39.png,54,165,3.056,0.624
4.png,72,168,2.333,0.636
40.png,68,250,3.676,0.946
41.png,27,42,1.556,0.159
42.png,70,267,3.814,1.010
43.png,87,407,4.678,1.540
44.png,31,139,4.484,0.526
45.png,49,259,5.286,0.980
46.png,46,102,2.217,0.386
47.png,49,133,2.714,0.503
48.png,116,468,4.034,1.771
49.png,64,588,9.188,2.225
5.png,64,175,2.734,0.662
50.png,84,189,2.250,0.715
51.png,46,92,2.000,0.348
52.png,73,285,3.904,1.078
53.png,116,469,4.043,1.775
54.png,55,142,2.582,0.537
55.png,86,232,2.698,0.878
56.png,93,503,5.409,1.903
6.png,73,598,8.192,2.263
7.png,42,80,1.905,0.303
8.png,71,210,2.958,0.795
9.png,93,317,3.409,1.200
