Slice,Count,Total Area,Average Size,%Area
1.png,42,3394,80.810,12.843
10.png,66,802,12.152,3.035
11.png,16,131,8.188,0.496
12.png,84,929,11.060,3.515
13.png,23,172,7.478,0.651
14.png,69,343,4.971,1.298
15.png,25,276,11.040,1.044
16.png,31,127,4.097,0.481
17.png,114,1744,15.298,6.600
18.png,70,551,7.871,2.085
19.png,68,1338,19.676,5.063
2.png,33,666,20.182,2.520
20.png,86,450,5.233,1.703
21.png,68,414,6.088,1.567
22.png,31,747,24.097,2.827
23.png,92,386,4.196,1.461
24.png,50,344,6.880,1.302
25.png,86,460,5.349,1.741
26.png,38,173,4.553,0.655
27.png,47,141,3.000,0.534
28.png,49,229,4.673,0.867
29.png,44,609,13.841,2.305
3.png,23,271,11.783,1.026
30.png,33,570,17.273,2.157
31.png,49,968,19.755,3.663
32.png,47,271,5.766,1.026
33.png,63,469,7.444,1.775
34.png,67,767,11.448,2.902
35.png,37,160,4.324,0.605
36.png,10,51,5.100,0.193
37.png,28,664,23.714,2.513
38.png,96,1051,10.948,3.977
39.png,45,534,11.867,2.021
4.png,47,890,18.936,3.368
40.png,76,702,9.237,2.656
41.png,24,91,3.792,0.344
42.png,49,512,10.449,1.937
43.png,95,465,4.895,1.760
44.png,33,297,9.000,1.124
45.png,48,926,19.292,3.504
46.png,48,297,6.188,1.124
47.png,140,1031,7.364,3.901
48.png,133,647,4.865,2.448
49.png,106,1762,16.623,6.668
5.png,105,669,6.371,2.532
50.png,48,261,5.438,0.988
51.png,70,514,7.343,1.945
52.png,69,369,5.348,1.396
53.png,133,647,4.865,2.448
54.png,73,314,4.301,1.188
55.png,57,283,4.965,1.071
56.png,53,420,7.925,1.589
6.png,42,610,14.524,2.308
7.png,19,156,8.211,0.590
8.png,64,850,13.281,3.217
9.png,41,948,23.122,3.587
