Slice,Count,Total Area,Average Size,%Area
1.png,70,3514,50.200,13.298
10.png,133,1148,8.632,4.344
11.png,108,1255,11.620,4.749
12.png,109,1861,17.073,7.042
13.png,192,1129,5.880,4.272
14.png,233,793,3.403,3.001
15.png,82,2410,29.390,9.120
16.png,258,1755,6.802,6.641
17.png,122,975,7.992,3.690
18.png,141,1066,7.560,4.034
19.png,107,930,8.692,3.519
2.png,85,2342,27.553,8.862
20.png,168,1506,8.964,5.699
21.png,121,1199,9.909,4.537
22.png,79,2590,32.785,9.801
23.png,126,1999,15.865,7.565
24.png,95,2620,27.579,9.914
25.png,168,1506,8.964,5.699
26.png,129,1054,8.171,3.988
27.png,158,2541,16.082,9.616
28.png,146,1162,7.959,4.397
29.png,64,809,12.641,3.061
3.png,176,1298,7.375,4.912
30.png,67,435,6.493,1.646
31.png,123,1610,13.089,6.092
32.png,58,484,8.345,1.832
33.png,108,650,6.019,2.460
34.png,48,337,7.021,1.275
35.png,90,877,9.744,3.319
36.png,116,1234,10.638,4.670
37.png,111,1828,16.468,6.917
38.png,81,1717,21.198,6.497
39.png,106,2504,23.623,9.476
4.png,104,2084,20.038,7.886
40.png,118,1459,12.364,5.521
41.png,220,820,3.727,3.103
42.png,127,2053,16.165,7.769
43.png,197,1326,6.731,5.018
44.png,65,835,12.846,3.160
45.png,83,1627,19.602,6.157
46.png,162,1714,10.580,6.486
47.png,130,500,3.846,1.892
48.png,176,1179,6.699,4.462
49.png,130,757,5.823,2.865
5.png,74,912,12.324,3.451
50.png,159,2387,15.013,9.033
51.png,167,2665,15.958,10.085
52.png,128,1233,9.633,4.666
53.png,176,1179,6.699,4.462
54.png,184,2179,11.842,8.246
55.png,122,3009,24.664,11.387
56.png,140,2160,15.429,8.174
6.png,113,1729,15.301,6.543
7.png,80,2197,27.462,8.314
8.png,120,1404,11.700,5.313
9.png,108,2378,22.019,8.999
