Slice,Count,Total Area,Average Size,%Area
1.png,0,0,NaN,0.000
10.png,8,15,1.875,0.057
11.png,8,17,2.125,0.064
12.png,16,95,5.938,0.359
13.png,16,34,2.125,0.129
14.png,4,4,1.000,0.015
15.png,9,19,2.111,0.072
16.png,6,10,1.667,0.038
17.png,0,0,NaN,0.000
18.png,16,57,3.562,0.216
19.png,0,0,NaN,0.000
2.png,9,27,3.000,0.102
20.png,5,8,1.600,0.030
21.png,0,0,NaN,0.000
22.png,1,26426,26426.000,100.000
23.png,1,1,1.000,0.004
24.png,12,217,18.083,0.821
25.png,5,8,1.600,0.030
26.png,11,78,7.091,0.295
27.png,12,20,1.667,0.076
28.png,2,6,3.000,0.023
29.png,15,85,5.667,0.322
3.png,9,12,1.333,0.045
30.png,1,1,1.000,0.004
31.png,0,0,NaN,0.000
32.png,1,26426,26426.000,100.000
33.png,1,3,3.000,0.011
34.png,1,26426,26426.000,100.000
35.png,3,6,2.000,0.023
36.png,5,7,1.400,0.026
37.png,2,7,3.500,0.026
38.png,9,32,3.556,0.121
39.png,17,183,10.765,0.692
4.png,5,9,1.800,0.034
40.png,9,19,2.111,0.072
41.png,20,31,1.550,0.117
42.png,17,25,1.471,0.095
43.png,8,46,5.750,0.174
44.png,2,2,1.000,0.008
45.png,3,6,2.000,0.023
46.png,30,170,5.667,0.643
47.png,3,3,1.000,0.011
48.png,11,93,8.455,0.352
49.png,2,3,1.500,0.011
5.png,2,3,1.500,0.011
50.png,19,71,3.737,0.269
51.png,14,29,2.071,0.110
52.png,9,13,1.444,0.049
53.png,11,93,8.455,0.352
54.png,36,337,9.361,1.275
55.png,27,96,3.556,0.363
56.png,16,33,2.062,0.125
6.png,1,26426,26426.000,100.000
7.png,4,9,2.250,0.034
8.png,0,0,NaN,0.000
9.png,18,102,5.667,0.386
