Slice,Count,Total Area,Average Size,%Area
1.png,96,431,4.490,1.631
10.png,77,351,4.558,1.328
11.png,63,287,4.556,1.086
12.png,105,653,6.219,2.471
13.png,129,317,2.457,1.200
14.png,176,365,2.074,1.381
15.png,45,308,6.844,1.166
16.png,149,424,2.846,1.604
17.png,100,1547,15.470,5.854
18.png,109,515,4.725,1.949
19.png,93,866,9.312,3.277
2.png,40,338,8.450,1.279
20.png,132,524,3.970,1.983
21.png,86,480,5.581,1.816
22.png,69,835,12.101,3.160
23.png,184,782,4.250,2.959
24.png,90,910,10.111,3.444
25.png,132,524,3.970,1.983
26.png,96,342,3.562,1.294
27.png,191,809,4.236,3.061
28.png,106,448,4.226,1.695
29.png,26,142,5.462,0.537
3.png,95,228,2.400,0.863
30.png,27,72,2.667,0.272
31.png,51,285,5.588,1.078
32.png,18,36,2.000,0.136
33.png,37,162,4.378,0.613
34.png,28,59,2.107,0.223
35.png,49,167,3.408,0.632
36.png,54,168,3.111,0.636
37.png,55,266,4.836,1.007
38.png,62,558,9.000,2.112
39.png,109,515,4.725,1.949
4.png,49,282,5.755,1.067
40.png,91,399,4.385,1.510
41.png,133,300,2.256,1.135
42.png,110,407,3.700,1.540
43.png,142,410,2.887,1.552
44.png,25,147,5.880,0.556
45.png,45,855,19.000,3.235
46.png,122,600,4.918,2.270
47.png,118,426,3.610,1.612
48.png,132,794,6.015,3.005
49.png,130,776,5.969,2.937
5.png,28,129,4.607,0.488
50.png,170,847,4.982,3.205
51.png,188,1038,5.521,3.928
52.png,105,512,4.876,1.937
53.png,132,794,6.015,3.005
54.png,171,805,4.708,3.046
55.png,149,833,5.591,3.152
56.png,139,478,3.439,1.809
6.png,42,178,4.238,0.674
7.png,48,158,3.292,0.598
8.png,47,151,3.213,0.571
9.png,78,737,9.449,2.789
