Slice,Count,Total Area,Average Size,%Area
1.png,8,37,4.625,0.140
10.png,6,33,5.500,0.125
11.png,1,26426,26426.000,100.000
12.png,3,5,1.667,0.019
13.png,2,3,1.500,0.011
14.png,1,26426,26426.000,100.000
15.png,1,26426,26426.000,100.000
16.png,1,26426,26426.000,100.000
17.png,2,4,2.000,0.015
18.png,1,26426,26426.000,100.000
19.png,7,45,6.429,0.170
2.png,1,3,3.000,0.011
20.png,1,26426,26426.000,100.000
21.png,1,26426,26426.000,100.000
22.png,1,26426,26426.000,100.000
23.png,1,26426,26426.000,100.000
24.png,1,26426,26426.000,100.000
25.png,1,26426,26426.000,100.000
26.png,1,26426,26426.000,100.000
27.png,1,26426,26426.000,100.000
28.png,1,26426,26426.000,100.000
29.png,4,6,1.500,0.023
3.png,1,26426,26426.000,100.000
30.png,5,14,2.800,0.053
31.png,0,0,NaN,0.000
32.png,5,33,6.600,0.125
33.png,2,3,1.500,0.011
34.png,17,109,6.412,0.412
35.png,1,26426,26426.000,100.000
36.png,1,26426,26426.000,100.000
37.png,2,3,1.500,0.011
38.png,12,69,5.750,0.261
39.png,2,7,3.500,0.026
4.png,5,45,9.000,0.170
40.png,5,11,2.200,0.042
41.png,1,26426,26426.000,100.000
42.png,1,1,1.000,0.004
43.png,12,64,5.333,0.242
44.png,3,18,6.000,0.068
45.png,2,31,15.500,0.117
46.png,1,10,10.000,0.038
47.png,13,101,7.769,0.382
48.png,10,26,2.600,0.098
49.png,17,45,2.647,0.170
5.png,10,59,5.900,0.223
50.png,1,26426,26426.000,100.000
51.png,1,26426,26426.000,100.000
52.png,7,35,5.000,0.132
53.png,10,26,2.600,0.098
54.png,1,26426,26426.000,100.000
55.png,1,26426,26426.000,100.000
56.png,0,0,NaN,0.000
6.png,0,0,NaN,0.000
7.png,0,0,NaN,0.000
8.png,3,11,3.667,0.042
9.png,3,10,3.333,0.038
