Slice,Count,Total Area,Average Size,%Area
1.png,88,412,4.682,1.559
10.png,78,1624,20.821,6.145
11.png,77,5464,70.961,20.677
12.png,95,2400,25.263,9.082
13.png,115,4956,43.096,18.754
14.png,80,3425,42.812,12.961
15.png,30,4182,139.400,15.825
16.png,114,3978,34.895,15.053
17.png,38,1485,39.079,5.619
18.png,107,3069,28.682,11.614
19.png,79,750,9.494,2.838
2.png,90,368,4.089,1.393
20.png,109,3741,34.321,14.157
21.png,33,2068,62.667,7.826
22.png,53,3384,63.849,12.806
23.png,93,1203,12.935,4.552
24.png,58,2219,38.259,8.397
25.png,109,3741,34.321,14.157
26.png,93,3820,41.075,14.455
27.png,109,1922,17.633,7.273
28.png,120,3533,29.442,13.369
29.png,95,496,5.221,1.877
3.png,91,406,4.462,1.536
30.png,74,407,5.500,1.540
31.png,84,531,6.321,2.009
32.png,99,824,8.323,3.118
33.png,68,1722,25.324,6.516
34.png,97,559,5.763,2.115
35.png,94,678,7.213,2.566
36.png,92,482,5.239,1.824
37.png,73,2379,32.589,9.002
38.png,63,1771,28.111,6.702
39.png,96,1737,18.094,6.573
4.png,98,527,5.378,1.994
40.png,62,4190,67.581,15.856
41.png,86,7557,87.872,28.597
42.png,30,3064,102.133,11.595
43.png,114,2648,23.228,10.020
44.png,64,5393,84.266,20.408
45.png,47,2084,44.340,7.886
46.png,80,3804,47.550,14.395
47.png,89,3198,35.933,12.102
48.png,100,2605,26.050,9.858
49.png,74,1309,17.689,4.953
5.png,96,760,7.917,2.876
50.png,95,2717,28.600,10.282
51.png,79,2793,35.354,10.569
52.png,71,2050,28.873,7.758
53.png,100,2605,26.050,9.858
54.png,110,1973,17.936,7.466
55.png,75,2265,30.200,8.571
56.png,105,1694,16.133,6.410
6.png,91,595,6.538,2.252
7.png,91,612,6.725,2.316
8.png,69,508,7.362,1.922
9.png,73,1517,20.781,5.741
