Slice,Count,Total Area,Average Size,%Area
1.png,1,26426,26426.000,100.000
10.png,30,326,10.867,1.234
11.png,4,29,7.250,0.110
12.png,29,86,2.966,0.325
13.png,7,8,1.143,0.030
14.png,14,40,2.857,0.151
15.png,6,20,3.333,0.076
16.png,1,1,1.000,0.004
17.png,27,371,13.741,1.404
18.png,13,46,3.538,0.174
19.png,18,212,11.778,0.802
2.png,4,7,1.750,0.026
20.png,8,30,3.750,0.114
21.png,2,2,1.000,0.008
22.png,1,26426,26426.000,100.000
23.png,7,15,2.143,0.057
24.png,1,1,1.000,0.004
25.png,8,30,3.750,0.114
26.png,5,16,3.200,0.061
27.png,1,26426,26426.000,100.000
28.png,3,10,3.333,0.038
29.png,21,49,2.333,0.185
3.png,11,29,2.636,0.110
30.png,9,27,3.000,0.102
31.png,7,20,2.857,0.076
32.png,43,186,4.326,0.704
33.png,40,316,7.900,1.196
34.png,78,651,8.346,2.463
35.png,12,113,9.417,0.428
36.png,2,5,2.500,0.019
37.png,4,12,3.000,0.045
38.png,52,450,8.654,1.703
39.png,5,8,1.600,0.030
4.png,40,148,3.700,0.560
40.png,34,115,3.382,0.435
41.png,2,4,2.000,0.015
42.png,19,39,2.053,0.148
43.png,38,188,4.947,0.711
44.png,23,96,4.174,0.363
45.png,15,271,18.067,1.026
46.png,8,37,4.625,0.140
47.png,39,594,15.231,2.248
48.png,46,466,10.130,1.763
49.png,42,162,3.857,0.613
5.png,77,898,11.662,3.398
50.png,0,0,NaN,0.000
51.png,7,28,4.000,0.106
52.png,20,215,10.750,0.814
53.png,46,466,10.130,1.763
54.png,5,14,2.800,0.053
55.png,3,17,5.667,0.064
56.png,11,28,2.545,0.106
6.png,8,11,1.375,0.042
7.png,1,4,4.000,0.015
8.png,27,144,5.333,0.545
9.png,8,146,18.250,0.552
