Slice,Count,Total Area,Average Size,%Area
1.png,41,55,1.341,0.208
10.png,34,61,1.794,0.231
11.png,23,37,1.609,0.140
12.png,35,130,3.714,0.492
13.png,53,93,1.755,0.352
14.png,57,103,1.807,0.390
15.png,13,27,2.077,0.102
16.png,48,70,1.458,0.265
17.png,68,175,2.574,0.662
18.png,45,129,2.867,0.488
19.png,33,62,1.879,0.235
2.png,12,26,2.167,0.098
20.png,44,112,2.545,0.424
21.png,14,24,1.714,0.091
22.png,20,46,2.300,0.174
23.png,69,105,1.522,0.397
24.png,35,105,3.000,0.397
25.png,44,112,2.545,0.424
26.png,33,48,1.455,0.182
27.png,61,110,1.803,0.416
28.png,37,66,1.784,0.250
29.png,10,14,1.400,0.053
3.png,23,32,1.391,0.121
30.png,5,12,2.400,0.045
31.png,10,15,1.500,0.057
32.png,1,26426,26426.000,100.000
33.png,7,12,1.714,0.045
34.png,2,3,1.500,0.011
35.png,10,18,1.800,0.068
36.png,6,12,2.000,0.045
37.png,16,24,1.500,0.091
38.png,12,28,2.333,0.106
39.png,34,60,1.765,0.227
4.png,8,10,1.250,0.038
40.png,28,49,1.750,0.185
41.png,54,76,1.407,0.288
42.png,33,55,1.667,0.208
43.png,45,78,1.733,0.295
44.png,4,15,3.750,0.057
45.png,19,55,2.895,0.208
46.png,37,138,3.730,0.522
47.png,33,70,2.121,0.265
48.png,80,170,2.125,0.643
49.png,39,130,3.333,0.492
5.png,6,13,2.167,0.049
50.png,64,137,2.141,0.518
51.png,67,127,1.896,0.481
52.png,37,92,2.486,0.348
53.png,80,170,2.125,0.643
54.png,65,170,2.615,0.643
55.png,76,176,2.316,0.666
56.png,55,108,1.964,0.409
6.png,4,5,1.250,0.019
7.png,3,5,1.667,0.019
8.png,5,9,1.800,0.034
9.png,43,153,3.558,0.579
