Slice,Count,Total Area,Average Size,%Area
1.png,3,104,34.667,0.394
10.png,2,15,7.500,0.057
11.png,1,26426,26426.000,100.000
12.png,2,10,5.000,0.038
13.png,3,5,1.667,0.019
14.png,1,26426,26426.000,100.000
15.png,1,26426,26426.000,100.000
16.png,1,26426,26426.000,100.000
17.png,0,0,NaN,0.000
18.png,1,26426,26426.000,100.000
19.png,2,13,6.500,0.049
2.png,1,1,1.000,0.004
20.png,1,26426,26426.000,100.000
21.png,1,26426,26426.000,100.000
22.png,1,26426,26426.000,100.000
23.png,1,26426,26426.000,100.000
24.png,1,26426,26426.000,100.000
25.png,1,26426,26426.000,100.000
26.png,1,26426,26426.000,100.000
27.png,1,26426,26426.000,100.000
28.png,1,26426,26426.000,100.000
29.png,2,5,2.500,0.019
3.png,1,26426,26426.000,100.000
30.png,1,26426,26426.000,100.000
31.png,1,26426,26426.000,100.000
32.png,1,3,3.000,0.011
33.png,1,26426,26426.000,100.000
34.png,2,50,25.000,0.189
35.png,1,26426,26426.000,100.000
36.png,1,26426,26426.000,100.000
37.png,1,21,21.000,0.079
38.png,2,74,37.000,0.280
39.png,3,12,4.000,0.045
4.png,1,40,40.000,0.151
40.png,2,12,6.000,0.045
41.png,1,26426,26426.000,100.000
42.png,0,0,NaN,0.000
43.png,7,39,5.571,0.148
44.png,2,6,3.000,0.023
45.png,1,12,12.000,0.045
46.png,1,26426,26426.000,100.000
47.png,6,71,11.833,0.269
48.png,3,4,1.333,0.015
49.png,6,33,5.500,0.125
5.png,5,28,5.600,0.106
50.png,1,26426,26426.000,100.000
51.png,1,26426,26426.000,100.000
52.png,1,54,54.000,0.204
53.png,3,4,1.333,0.015
54.png,1,26426,26426.000,100.000
55.png,1,26426,26426.000,100.000
56.png,0,0,NaN,0.000
6.png,1,26426,26426.000,100.000
7.png,1,26426,26426.000,100.000
8.png,3,17,5.667,0.064
9.png,5,20,4.000,0.076
