Slice,Count,Total Area,Average Size,%Area
1.png,26,368,14.154,1.393
10.png,10,70,7.000,0.265
11.png,2,4,2.000,0.015
12.png,25,355,14.200,1.343
13.png,3,42,14.000,0.159
14.png,12,27,2.250,0.102
15.png,1,1,1.000,0.004
16.png,3,8,2.667,0.030
17.png,39,132,3.385,0.500
18.png,11,111,10.091,0.420
19.png,11,141,12.818,0.534
2.png,7,100,14.286,0.378
20.png,17,60,3.529,0.227
21.png,5,10,2.000,0.038
22.png,15,48,3.200,0.182
23.png,11,22,2.000,0.083
24.png,8,91,11.375,0.344
25.png,17,60,3.529,0.227
26.png,5,8,1.600,0.030
27.png,9,28,3.111,0.106
28.png,6,28,4.667,0.106
29.png,18,97,5.389,0.367
3.png,5,6,1.200,0.023
30.png,16,49,3.062,0.185
31.png,11,60,5.455,0.227
32.png,6,24,4.000,0.091
33.png,4,6,1.500,0.023
34.png,19,39,2.053,0.148
35.png,3,4,1.333,0.015
36.png,1,1,1.000,0.004
37.png,9,47,5.222,0.178
38.png,18,163,9.056,0.617
39.png,17,200,11.765,0.757
4.png,9,76,8.444,0.288
40.png,15,83,5.533,0.314
41.png,1,1,1.000,0.004
42.png,10,114,11.400,0.431
43.png,28,105,3.750,0.397
44.png,3,47,15.667,0.178
45.png,12,130,10.833,0.492
46.png,13,109,8.385,0.412
47.png,43,205,4.767,0.776
48.png,36,313,8.694,1.184
49.png,52,373,7.173,1.411
5.png,11,17,1.545,0.064
50.png,10,27,2.700,0.102
51.png,22,127,5.773,0.481
52.png,22,124,5.636,0.469
53.png,37,316,8.541,1.196
54.png,8,13,1.625,0.049
55.png,13,57,4.385,0.216
56.png,18,131,7.278,0.496
6.png,6,18,3.000,0.068
7.png,3,6,2.000,0.023
8.png,9,17,1.889,0.064
9.png,18,172,9.556,0.651
