Slice,Count,Total Area,Average Size,%Area
1.png,1,26426,26426.000,100.000
10.png,1,26426,26426.000,100.000
11.png,0,0,NaN,0.000
12.png,2,5,2.500,0.019
13.png,1,26426,26426.000,100.000
14.png,0,0,NaN,0.000
15.png,0,0,NaN,0.000
16.png,3,16,5.333,0.061
17.png,9,48,5.333,0.182
18.png,3,6,2.000,0.023
19.png,1,26426,26426.000,100.000
2.png,2,11,5.500,0.042
20.png,30,74,2.467,0.280
21.png,1,26426,26426.000,100.000
22.png,1,1,1.000,0.004
23.png,2,3,1.500,0.011
24.png,3,4,1.333,0.015
25.png,1,26426,26426.000,100.000
26.png,1,1,1.000,0.004
27.png,1,3,3.000,0.011
28.png,1,26426,26426.000,100.000
29.png,1,26426,26426.000,100.000
3.png,0,0,NaN,0.000
30.png,6,12,2.000,0.045
31.png,1,26426,26426.000,100.000
32.png,0,0,NaN,0.000
33.png,1,26426,26426.000,100.000
34.png,1,26426,26426.000,100.000
35.png,1,26426,26426.000,100.000
36.png,1,26426,26426.000,100.000
4.png,1,26426,26426.000,100.000
5.png,47,563,11.979,2.130
6.png,1,26426,26426.000,100.000
7.png,1,26426,26426.000,100.000
8.png,5,60,12.000,0.227
9.png,1,26426,26426.000,100.000
