Slice,Count,Total Area,Average Size,%Area
1.png,112,735,6.562,2.781
10.png,83,2266,27.301,8.575
11.png,147,1151,7.830,4.356
12.png,54,449,8.315,1.699
13.png,114,959,8.412,3.629
14.png,119,503,4.227,1.903
15.png,242,1357,5.607,5.135
16.png,113,1693,14.982,6.407
17.png,97,495,5.103,1.873
18.png,103,530,5.146,2.006
19.png,107,530,4.953,2.006
2.png,31,108,3.484,0.409
20.png,76,445,5.855,1.684
21.png,61,247,4.049,0.935
22.png,62,396,6.387,1.499
23.png,178,1480,8.315,5.601
24.png,65,624,9.600,2.361
25.png,62,2281,36.790,8.632
26.png,101,791,7.832,2.993
27.png,17,338,19.882,1.279
28.png,68,862,12.676,3.262
29.png,114,1401,12.289,5.302
3.png,82,408,4.976,1.544
30.png,91,2136,23.473,8.083
31.png,82,1666,20.317,6.304
32.png,107,2248,21.009,8.507
33.png,184,1922,10.446,7.273
34.png,128,716,5.594,2.709
35.png,90,960,10.667,3.633
36.png,111,756,6.811,2.861
4.png,60,160,2.667,0.605
5.png,71,1079,15.197,4.083
6.png,97,1027,10.588,3.886
7.png,68,1366,20.088,5.169
8.png,18,112,6.222,0.424
9.png,41,567,13.829,2.146
