Slice,Count,Total Area,Average Size,%Area
1.png,66,509,7.712,1.926
10.png,62,1598,25.774,6.047
11.png,78,647,8.295,2.448
12.png,67,996,14.866,3.769
13.png,83,1679,20.229,6.354
14.png,73,3691,50.562,13.967
15.png,85,1223,14.388,4.628
16.png,105,762,7.257,2.884
17.png,78,1219,15.628,4.613
18.png,53,488,9.208,1.847
19.png,47,549,11.681,2.077
2.png,77,1567,20.351,5.930
20.png,131,1488,11.359,5.631
21.png,106,960,9.057,3.633
22.png,55,643,11.691,2.433
23.png,127,2306,18.157,8.726
24.png,78,1267,16.244,4.795
25.png,56,3005,53.661,11.371
26.png,94,1708,18.170,6.463
27.png,56,1547,27.625,5.854
28.png,49,4165,85.000,15.761
29.png,69,1650,23.913,6.244
3.png,106,744,7.019,2.815
30.png,60,1995,33.250,7.549
31.png,64,1047,16.359,3.962
32.png,54,1302,24.111,4.927
33.png,44,262,5.955,0.991
34.png,74,914,12.351,3.459
35.png,68,859,12.632,3.251
36.png,101,1351,13.376,5.112
4.png,23,171,7.435,0.647
5.png,89,791,8.888,2.993
6.png,68,1403,20.632,5.309
7.png,72,1997,27.736,7.557
8.png,48,871,18.146,3.296
9.png,63,1638,26.000,6.198
