Slice,Count,Total Area,Average Size,%Area
1.png,10,38,3.800,0.144
10.png,10,82,8.200,0.310
11.png,12,165,13.750,0.624
12.png,32,324,10.125,1.226
13.png,46,767,16.674,2.902
14.png,72,1046,14.528,3.958
15.png,18,175,9.722,0.662
16.png,17,170,10.000,0.643
17.png,42,464,11.048,1.756
18.png,21,117,5.571,0.443
19.png,16,50,3.125,0.189
2.png,22,140,6.364,0.530
20.png,94,1272,13.532,4.813
21.png,43,260,6.047,0.984
22.png,11,338,30.727,1.279
23.png,69,600,8.696,2.270
24.png,62,1670,26.935,6.320
25.png,34,284,8.353,1.075
26.png,35,382,10.914,1.446
27.png,40,879,21.975,3.326
28.png,64,1245,19.453,4.711
29.png,22,249,11.318,0.942
3.png,26,175,6.731,0.662
30.png,27,333,12.333,1.260
31.png,16,38,2.375,0.144
32.png,20,158,7.900,0.598
33.png,3,9,3.000,0.034
34.png,19,125,6.579,0.473
35.png,10,47,4.700,0.178
36.png,34,128,3.765,0.484
4.png,1,1,1.000,0.004
5.png,92,1692,18.391,6.403
6.png,46,648,14.087,2.452
7.png,39,512,13.128,1.937
8.png,31,629,20.290,2.380
9.png,29,244,8.414,0.923
