Slice,Count,Total Area,Average Size,%Area
1.png,5,5,1.000,0.019
10.png,11,36,3.273,0.136
11.png,9,39,4.333,0.148
12.png,2,8,4.000,0.030
13.png,10,49,4.900,0.185
14.png,3,7,2.333,0.026
15.png,2,4,2.000,0.015
16.png,6,27,4.500,0.102
17.png,17,181,10.647,0.685
18.png,21,238,11.333,0.901
19.png,2,18,9.000,0.068
2.png,26,148,5.692,0.560
20.png,4,13,3.250,0.049
21.png,15,100,6.667,0.378
22.png,1,26426,26426.000,100.000
23.png,16,53,3.312,0.201
24.png,15,181,12.067,0.685
25.png,19,41,2.158,0.155
26.png,43,292,6.791,1.105
27.png,2,43,21.500,0.163
28.png,4,7,1.750,0.026
29.png,43,917,21.326,3.470
3.png,32,253,7.906,0.957
30.png,4,10,2.500,0.038
31.png,1,11,11.000,0.042
32.png,1,26426,26426.000,100.000
33.png,1,26426,26426.000,100.000
34.png,8,14,1.750,0.053
35.png,1,2,2.000,0.008
36.png,3,3,1.000,0.011
4.png,4,5,1.250,0.019
5.png,3,22,7.333,0.083
6.png,14,121,8.643,0.458
7.png,23,120,5.217,0.454
8.png,22,253,11.500,0.957
9.png,15,95,6.333,0.359
