Slice,Count,Total Area,Average Size,%Area
1.png,73,704,9.644,2.664
10.png,62,952,15.355,3.603
11.png,50,2305,46.100,8.722
12.png,47,1684,35.830,6.373
13.png,53,294,5.547,1.113
14.png,75,367,4.893,1.389
15.png,109,1064,9.761,4.026
16.png,78,889,11.397,3.364
17.png,48,926,19.292,3.504
18.png,84,677,8.060,2.562
19.png,70,487,6.957,1.843
2.png,55,1480,26.909,5.601
20.png,89,1435,16.124,5.430
21.png,77,1889,24.532,7.148
22.png,77,1469,19.078,5.559
23.png,95,1092,11.495,4.132
24.png,36,189,5.250,0.715
25.png,73,602,8.247,2.278
26.png,55,931,16.927,3.523
27.png,30,191,6.367,0.723
28.png,48,662,13.792,2.505
29.png,44,409,9.295,1.548
3.png,72,2117,29.403,8.011
30.png,41,499,12.171,1.888
31.png,69,565,8.188,2.138
32.png,94,1614,17.170,6.108
33.png,58,171,2.948,0.647
34.png,54,543,10.056,2.055
35.png,89,643,7.225,2.433
36.png,71,854,12.028,3.232
4.png,52,225,4.327,0.851
5.png,29,40,1.379,0.151
6.png,79,565,7.152,2.138
7.png,53,610,11.509,2.308
8.png,20,1226,61.300,4.639
9.png,50,1398,27.960,5.290
