Slice,Count,Total Area,Average Size,%Area
1.png,73,567,7.767,2.146
10.png,66,645,9.773,2.441
11.png,66,630,9.545,2.384
12.png,75,597,7.960,2.259
13.png,38,916,24.105,3.466
14.png,77,719,9.338,2.721
15.png,68,741,10.897,2.804
16.png,80,534,6.675,2.021
17.png,75,640,8.533,2.422
18.png,83,703,8.470,2.660
19.png,90,477,5.300,1.805
2.png,87,504,5.793,1.907
20.png,70,525,7.500,1.987
21.png,83,492,5.928,1.862
22.png,86,587,6.826,2.221
23.png,81,561,6.926,2.123
24.png,42,929,22.119,3.515
25.png,66,814,12.333,3.080
26.png,69,659,9.551,2.494
27.png,73,560,7.671,2.119
28.png,26,1010,38.846,3.822
29.png,53,730,13.774,2.762
3.png,76,519,6.829,1.964
30.png,71,706,9.944,2.672
31.png,71,569,8.014,2.153
32.png,54,622,11.519,2.354
33.png,73,602,8.247,2.278
34.png,83,572,6.892,2.165
35.png,38,798,21.000,3.020
36.png,68,580,8.529,2.195
4.png,86,450,5.233,1.703
5.png,83,624,7.518,2.361
6.png,51,846,16.588,3.201
7.png,68,649,9.544,2.456
8.png,36,914,25.389,3.459
9.png,71,644,9.070,2.437
