Slice,Count,Total Area,Average Size,%Area
1.png,82,539,6.573,2.040
10.png,32,2667,83.344,10.092
11.png,64,2236,34.938,8.461
12.png,46,2442,53.087,9.241
13.png,62,2157,34.790,8.162
14.png,54,2037,37.722,7.708
15.png,73,2625,35.959,9.933
16.png,50,3774,75.480,14.281
17.png,52,2435,46.827,9.214
18.png,94,1767,18.798,6.687
19.png,80,1363,17.038,5.158
2.png,85,2201,25.894,8.329
20.png,71,901,12.690,3.410
21.png,81,1333,16.457,5.044
22.png,112,957,8.545,3.621
23.png,84,644,7.667,2.437
24.png,41,1008,24.585,3.814
25.png,51,1971,38.647,7.459
26.png,47,3238,68.894,12.253
27.png,19,2467,129.842,9.336
28.png,34,2218,65.235,8.393
29.png,41,1840,44.878,6.963
3.png,145,1632,11.255,6.176
30.png,28,1673,59.750,6.331
31.png,25,2132,85.280,8.068
32.png,59,3104,52.610,11.746
33.png,71,1347,18.972,5.097
34.png,41,3653,89.098,13.824
35.png,55,2612,47.491,9.884
36.png,40,2382,59.550,9.014
4.png,79,619,7.835,2.342
5.png,34,183,5.382,0.692
6.png,46,1509,32.804,5.710
7.png,40,1684,42.100,6.373
8.png,26,1561,60.038,5.907
9.png,21,3886,185.048,14.705
