Slice,Count,Total Area,Average Size,%Area
1.png,3,3,1.000,0.011
10.png,1,26426,26426.000,100.000
11.png,2,6,3.000,0.023
12.png,7,50,7.143,0.189
13.png,1,26426,26426.000,100.000
14.png,4,24,6.000,0.091
15.png,6,35,5.833,0.132
16.png,1,2,2.000,0.008
17.png,9,58,6.444,0.219
18.png,3,20,6.667,0.076
19.png,1,13,13.000,0.049
2.png,3,47,15.667,0.178
20.png,7,65,9.286,0.246
21.png,1,26426,26426.000,100.000
22.png,1,1,1.000,0.004
23.png,13,65,5.000,0.246
24.png,8,46,5.750,0.174
25.png,1,26426,26426.000,100.000
26.png,5,20,4.000,0.076
27.png,3,50,16.667,0.189
28.png,2,16,8.000,0.061
29.png,1,26426,26426.000,100.000
3.png,10,21,2.100,0.079
30.png,4,41,10.250,0.155
31.png,1,26426,26426.000,100.000
32.png,3,10,3.333,0.038
33.png,1,1,1.000,0.004
34.png,3,5,1.667,0.019
35.png,2,11,5.500,0.042
36.png,3,4,1.333,0.015
4.png,1,26426,26426.000,100.000
5.png,50,379,7.580,1.434
6.png,6,31,5.167,0.117
7.png,8,46,5.750,0.174
8.png,6,49,8.167,0.185
9.png,2,3,1.500,0.011
