Slice,Count,Total Area,Average Size,%Area
1.png,8,118,14.750,0.447
10.png,4,25,6.250,0.095
11.png,12,50,4.167,0.189
12.png,8,43,5.375,0.163
13.png,17,116,6.824,0.439
14.png,18,189,10.500,0.715
15.png,17,43,2.529,0.163
16.png,20,152,7.600,0.575
17.png,16,225,14.062,0.851
18.png,8,55,6.875,0.208
19.png,9,72,8.000,0.272
2.png,19,178,9.368,0.674
20.png,32,307,9.594,1.162
21.png,10,74,7.400,0.280
22.png,5,32,6.400,0.121
23.png,24,58,2.417,0.219
24.png,26,505,19.423,1.911
25.png,14,71,5.071,0.269
26.png,14,167,11.929,0.632
27.png,18,182,10.111,0.689
28.png,16,161,10.062,0.609
29.png,7,25,3.571,0.095
3.png,14,195,13.929,0.738
30.png,17,67,3.941,0.254
31.png,3,12,4.000,0.045
32.png,1,10,10.000,0.038
33.png,0,0,NaN,0.000
34.png,6,34,5.667,0.129
35.png,6,20,3.333,0.076
36.png,8,25,3.125,0.095
4.png,2,5,2.500,0.019
5.png,62,316,5.097,1.196
6.png,21,293,13.952,1.109
7.png,24,193,8.042,0.730
8.png,25,376,15.040,1.423
9.png,3,48,16.000,0.182
