Slice,Count,Total Area,Average Size,%Area
1.png,18,53,2.944,0.201
10.png,48,188,3.917,0.711
11.png,34,61,1.794,0.231
12.png,10,21,2.100,0.079
13.png,33,84,2.545,0.318
14.png,42,80,1.905,0.303
15.png,115,235,2.043,0.889
16.png,83,301,3.627,1.139
17.png,20,65,3.250,0.246
18.png,32,55,1.719,0.208
19.png,10,19,1.900,0.072
2.png,1,4,4.000,0.015
20.png,10,15,1.500,0.057
21.png,11,16,1.455,0.061
22.png,12,20,1.667,0.076
23.png,63,103,1.635,0.390
24.png,26,62,2.385,0.235
25.png,34,165,4.853,0.624
26.png,23,71,3.087,0.269
27.png,7,19,2.714,0.072
28.png,35,155,4.429,0.587
29.png,31,125,4.032,0.473
3.png,21,28,1.333,0.106
30.png,53,229,4.321,0.867
31.png,66,189,2.864,0.715
32.png,115,342,2.974,1.294
33.png,130,455,3.500,1.722
34.png,25,80,3.200,0.303
35.png,36,130,3.611,0.492
36.png,49,155,3.163,0.587
4.png,6,11,1.833,0.042
5.png,19,61,3.211,0.231
6.png,46,94,2.043,0.356
7.png,33,126,3.818,0.477
8.png,1,4,4.000,0.015
9.png,5,14,2.800,0.053
