Slice,Count,Total Area,Average Size,%Area
1.png,1,26426,26426.000,100.000
10.png,1,1,1.000,0.004
11.png,2,4,2.000,0.015
12.png,9,34,3.778,0.129
13.png,17,25,1.471,0.095
14.png,17,38,2.235,0.144
15.png,4,15,3.750,0.057
16.png,1,1,1.000,0.004
17.png,31,487,15.710,1.843
18.png,4,109,27.250,0.412
19.png,1,26426,26426.000,100.000
2.png,11,29,2.636,0.110
20.png,100,293,2.930,1.109
21.png,27,108,4.000,0.409
22.png,3,5,1.667,0.019
23.png,2,5,2.500,0.019
24.png,34,80,2.353,0.303
25.png,0,0,NaN,0.000
26.png,7,12,1.714,0.045
27.png,29,141,4.862,0.534
28.png,15,27,1.800,0.102
29.png,0,0,NaN,0.000
3.png,26,115,4.423,0.435
30.png,2,10,5.000,0.038
31.png,0,0,NaN,0.000
32.png,5,32,6.400,0.121
33.png,1,26426,26426.000,100.000
34.png,3,7,2.333,0.026
35.png,3,5,1.667,0.019
36.png,6,8,1.333,0.030
4.png,1,26426,26426.000,100.000
5.png,4,6,1.500,0.023
6.png,4,17,4.250,0.064
7.png,4,9,2.250,0.034
8.png,25,332,13.280,1.256
9.png,17,124,7.294,0.469
