Slice,Count,Total Area,Average Size,%Area
1.png,25,276,11.040,1.044
10.png,21,444,21.143,1.680
11.png,43,310,7.209,1.173
12.png,25,446,17.840,1.688
13.png,77,462,6.000,1.748
14.png,95,907,9.547,3.432
15.png,49,418,8.531,1.582
16.png,55,576,10.473,2.180
17.png,59,287,4.864,1.086
18.png,35,235,6.714,0.889
19.png,18,106,5.889,0.401
2.png,19,61,3.211,0.231
20.png,39,156,4.000,0.590
21.png,25,70,2.800,0.265
22.png,8,25,3.125,0.095
23.png,119,697,5.857,2.638
24.png,69,614,8.899,2.323
25.png,25,233,9.320,0.882
26.png,34,453,13.324,1.714
27.png,22,379,17.227,1.434
28.png,59,699,11.847,2.645
29.png,58,970,16.724,3.671
3.png,44,87,1.977,0.329
30.png,72,1061,14.736,4.015
31.png,34,534,15.706,2.021
32.png,76,542,7.132,2.051
33.png,30,289,9.633,1.094
34.png,31,340,10.968,1.287
35.png,45,440,9.778,1.665
36.png,68,914,13.441,3.459
4.png,11,26,2.364,0.098
5.png,60,576,9.600,2.180
6.png,54,475,8.796,1.797
7.png,47,406,8.638,1.536
8.png,15,228,15.200,0.863
9.png,11,97,8.818,0.367
