Slice,Count,Total Area,Average Size,%Area
1.png,28,65,2.321,0.246
10.png,27,278,10.296,1.052
11.png,50,168,3.360,0.636
12.png,12,93,7.750,0.352
13.png,48,385,8.021,1.457
14.png,51,179,3.510,0.677
15.png,106,681,6.425,2.577
16.png,58,387,6.672,1.464
17.png,32,90,2.812,0.341
18.png,29,137,4.724,0.518
19.png,15,54,3.600,0.204
2.png,6,11,1.833,0.042
20.png,13,40,3.077,0.151
21.png,18,33,1.833,0.125
22.png,26,86,3.308,0.325
23.png,70,391,5.586,1.480
24.png,22,279,12.682,1.056
25.png,10,211,21.100,0.798
26.png,16,191,11.938,0.723
27.png,7,22,3.143,0.083
28.png,14,118,8.429,0.447
29.png,25,330,13.200,1.249
3.png,31,93,3.000,0.352
30.png,38,798,21.000,3.020
31.png,36,442,12.278,1.673
32.png,66,241,3.652,0.912
33.png,124,1522,12.274,5.759
34.png,63,250,3.968,0.946
35.png,36,289,8.028,1.094
36.png,42,128,3.048,0.484
4.png,16,38,2.375,0.144
5.png,13,34,2.615,0.129
6.png,28,214,7.643,0.810
7.png,16,444,27.750,1.680
8.png,3,19,6.333,0.072
9.png,6,49,8.167,0.185
