Slice,Count,Total Area,Average Size,%Area
1.png,1,26426,26426.000,100.000
10.png,1,26426,26426.000,100.000
11.png,1,26426,26426.000,100.000
12.png,1,4,4.000,0.015
13.png,1,26426,26426.000,100.000
14.png,1,11,11.000,0.042
15.png,1,4,4.000,0.015
16.png,1,26426,26426.000,100.000
17.png,3,22,7.333,0.083
18.png,1,26426,26426.000,100.000
19.png,1,26426,26426.000,100.000
2.png,3,8,2.667,0.030
20.png,5,48,9.600,0.182
21.png,1,26426,26426.000,100.000
22.png,1,26426,26426.000,100.000
23.png,0,0,NaN,0.000
24.png,2,2,1.000,0.008
25.png,1,26426,26426.000,100.000
26.png,1,26426,26426.000,100.000
27.png,4,49,12.250,0.185
28.png,1,26426,26426.000,100.000
29.png,1,26426,26426.000,100.000
3.png,1,26426,26426.000,100.000
30.png,1,26426,26426.000,100.000
31.png,1,26426,26426.000,100.000
32.png,1,26426,26426.000,100.000
33.png,1,26426,26426.000,100.000
34.png,1,26426,26426.000,100.000
35.png,1,26426,26426.000,100.000
36.png,1,26426,26426.000,100.000
4.png,1,26426,26426.000,100.000
5.png,30,422,14.067,1.597
6.png,2,94,47.000,0.356
7.png,1,26426,26426.000,100.000
8.png,2,115,57.500,0.435
9.png,1,1,1.000,0.004
